TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),,Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
43172.53122,-153.795807,173.795807,55.84059279,9.57273,9.610495,9.510306,9.539861,9.459363,9.454437,10.147403,10.140014,-0.443328,0.433476,-0.118224,0.12315,-0.643666,0.63053,0.348094,0.354662,-0.545146,0.528726,-0.696205,0.701131
43172.53123,-154.982147,174.982147,56.22176383,9.591613,9.629378,9.515232,9.544787,9.482351,9.477425,10.172033,10.164644,-0.433476,0.423624,-0.111656,0.116582,-0.64695,0.633814,0.341526,0.348094,-0.545146,0.528726,-0.699489,0.704415
43172.53124,-155.296677,175.296677,56.32282232,9.60557,9.643335,9.533294,9.562849,9.498771,9.493845,10.188453,10.181064,-0.449896,0.440044,-0.101804,0.10673,-0.64695,0.633814,0.338242,0.34481,-0.545146,0.528726,-0.696205,0.701131
43172.53125,-155.705429,175.705429,56.45415434,9.620348,9.658113,9.549714,9.579269,9.516832,9.511906,10.209799,10.20241,-0.443328,0.433476,-0.09852,0.103446,-0.64695,0.633814,0.341526,0.348094,-0.545146,0.528726,-0.696205,0.701131
43172.53126,-155.617584,175.617584,56.42592974,9.627737,9.665502,9.561208,9.590763,9.5234,9.518474,10.218009,10.21062,-0.449896,0.440044,-0.09852,0.103446,-0.643666,0.63053,0.34481,0.351378,-0.54843,0.53201,-0.692921,0.697847
43172.53127,-156.217941,176.217941,56.61882444,9.649903,9.687668,9.572701,9.602256,9.544746,9.53982,10.234428,10.227039,-0.463031,0.453179,-0.09852,0.103446,-0.643666,0.63053,0.338242,0.34481,-0.545146,0.528726,-0.696205,0.701131
43172.53129,-156.574829,176.574829,56.73349256,9.653188,9.690953,9.589122,9.618677,9.55624,9.551314,10.247564,10.240175,-0.463031,0.453179,-0.09852,0.103446,-0.643666,0.63053,0.34481,0.351378,-0.54843,0.53201,-0.696205,0.701131
43172.5313,-157.26767,177.26767,56.95610237,9.669607,9.707372,9.597331,9.626886,9.569376,9.56445,10.2607,10.253311,-0.466315,0.456463,-0.09852,0.103446,-0.643666,0.63053,0.341526,0.348094,-0.545146,0.528726,-0.699489,0.704415
43172.53131,-157.346893,177.346893,56.98155672,9.690953,9.728718,9.613751,9.643306,9.58087,9.575944,10.280404,10.273015,-0.466315,0.456463,-0.09852,0.103446,-0.643666,0.63053,0.34481,0.351378,-0.545146,0.528726,-0.696205,0.701131
43172.53132,-157.79451,177.79451,57.12537606,9.702447,9.740212,9.638381,9.667936,9.592363,9.587437,10.290257,10.282868,-0.466315,0.456463,-0.095236,0.100162,-0.64695,0.633814,0.34481,0.351378,-0.545146,0.528726,-0.696205,0.701131
43172.53133,-158.172592,178.172592,57.24685381,9.711478,9.749243,9.651517,9.681072,9.607141,9.602215,10.30175,10.294361,-0.476167,0.466315,-0.0821,0.087026,-0.643666,0.63053,0.338242,0.34481,-0.545146,0.528726,-0.699489,0.704415
43172.53134,-158.509857,178.509857,57.35521705,9.725435,9.7632,9.661369,9.690924,9.621919,9.616993,10.321454,10.314065,-0.482735,0.472883,-0.072248,0.077174,-0.643666,0.63053,0.34481,0.351378,-0.54843,0.53201,-0.699489,0.704415
43172.53136,-159.069153,179.069153,57.53491886,9.747602,9.785367,9.682714,9.712269,9.636697,9.631771,10.336232,10.328843,-0.482735,0.472883,-0.068964,0.07389,-0.643666,0.63053,0.338242,0.34481,-0.545146,0.528726,-0.696205,0.701131
43172.53137,-159.703934,179.703934,57.73887399,9.768127,9.805892,9.710629,9.740184,9.666252,9.661326,10.357578,10.350189,-0.489302,0.47945,-0.062396,0.067322,-0.64695,0.633814,0.325107,0.331675,-0.545146,0.528726,-0.699489,0.704415
43172.53138,-160.148895,180.148895,57.88183996,9.776337,9.814102,9.727049,9.756604,9.679388,9.674462,10.369072,10.361683,-0.502438,0.492586,-0.062396,0.067322,-0.643666,0.63053,0.318539,0.325107,-0.545146,0.528726,-0.696205,0.701131
43172.53139,-160.148895,180.148895,57.88183996,9.791115,9.82888,9.731975,9.76153,9.687598,9.682672,10.380566,10.373177,-0.518858,0.509006,-0.062396,0.067322,-0.64695,0.633814,0.308687,0.315255,-0.545146,0.528726,-0.699489,0.704415
43172.5314,-160.532501,180.532501,58.00509257,9.807535,9.8453,9.746752,9.776307,9.707302,9.702376,10.388776,10.381387,-0.531993,0.522141,-0.062396,0.067322,-0.643666,0.63053,0.292268,0.298836,-0.541862,0.525442,-0.696205,0.701131
43172.53141,-160.885193,180.885193,58.11841251,9.822312,9.860077,9.76974,9.799295,9.736857,9.731931,10.406837,10.399448,-0.551697,0.541845,-0.078816,0.083742,-0.643666,0.63053,0.265997,0.272565,-0.541862,0.525442,-0.689637,0.694563
43172.53143,-161.230621,181.230621,58.22939853,9.838733,9.876498,9.789444,9.818999,9.751636,9.74671,10.418331,10.410942,-0.551697,0.541845,-0.078816,0.083742,-0.643666,0.63053,0.259429,0.265997,-0.538578,0.522158,-0.686353,0.691279
43172.53144,-161.227524,181.227524,58.22840346,9.850226,9.887991,9.799295,9.82885,9.761487,9.756561,10.428184,10.420795,-0.558265,0.548413,-0.085384,0.09031,-0.643666,0.63053,0.246293,0.252861,-0.538578,0.522158,-0.686353,0.691279
43172.53145,-161.89917,181.89917,58.44420332,9.860079,9.897844,9.807506,9.837061,9.771338,9.766412,10.441319,10.43393,-0.553339,0.543487,-0.078816,0.083742,-0.643666,0.63053,0.243009,0.249577,-0.538578,0.522158,-0.687995,0.692921
43172.53146,-162.64563,182.64563,58.68404092,9.87814,9.915905,9.825567,9.855122,9.795969,9.791043,10.457739,10.45035,-0.561548,0.551696,-0.0821,0.087026,-0.640382,0.627246,0.239725,0.246293,-0.535294,0.518874,-0.679785,0.684711
43172.53147,-162.48848,182.48848,58.63354862,9.889634,9.927399,9.830494,9.860049,9.802537,9.797611,10.465949,10.45856,-0.558265,0.548413,-0.078816,0.083742,-0.64695,0.633814,0.220022,0.22659,-0.535294,0.518874,-0.679785,0.684711
43172.53148,-163.136719,183.136719,58.84182781,9.904412,9.942177,9.854302,9.883857,9.815672,9.810746,10.487295,10.479906,-0.574684,0.564832,-0.0821,0.087026,-0.643666,0.63053,0.216738,0.223306,-0.535294,0.518874,-0.679785,0.684711
43172.5315,-163.882965,183.882965,59.08159665,9.924116,9.961881,9.868259,9.897814,9.832092,9.827166,10.551332,10.543943,-0.586178,0.576326,-0.078816,0.083742,-0.643666,0.63053,0.203602,0.21017,-0.535294,0.518874,-0.676501,0.681427
43172.53151,-164.468964,184.468964,59.26987813,9.942178,9.979943,9.883038,9.912593,9.856722,9.851796,10.562826,10.555437,-0.600955,0.591103,-0.0821,0.087026,-0.643666,0.63053,0.193751,0.200319,-0.535294,0.518874,-0.676501,0.681427
43172.53152,-164.731171,184.731171,59.35412524,9.963524,10.001289,9.904383,9.933938,9.8715,9.866574,10.577604,10.570215,-0.627227,0.617375,-0.078816,0.083742,-0.640382,0.627246,0.167479,0.174047,-0.53201,0.51559,-0.676501,0.681427
43172.53153,-165.067322,185.067322,59.46213056,9.978302,10.016067,9.907667,9.937222,9.882994,9.878068,10.59074,10.583351,-0.637078,0.627226,-0.078816,0.083742,-0.643666,0.63053,0.152702,0.15927,-0.535294,0.518874,-0.673217,0.678143
43172.53154,-165.41098,185.41098,59.57254787,9.994722,10.032487,9.937222,9.966777,9.892845,9.887919,10.603876,10.596487,-0.643646,0.633794,-0.078816,0.083742,-0.643666,0.63053,0.141208,0.147776,-0.53201,0.51559,-0.669933,0.674859
43172.53155,-165.849548,185.849548,59.71345977,10.002932,10.040697,9.938865,9.96842,9.905981,9.901055,10.617012,10.609623,-0.66335,0.653498,-0.078816,0.083742,-0.643666,0.63053,0.118221,0.124789,-0.53201,0.51559,-0.663365,0.668291
43172.53156,-166.245728,186.245728,59.84075241,10.014426,10.052191,9.950358,9.979913,9.924043,9.919117,10.630148,10.622759,-0.669917,0.660065,-0.078816,0.083742,-0.643666,0.63053,0.121505,0.128073,-0.53201,0.51559,-0.656797,0.661723
43172.53158,-166.86087,186.86087,60.03839753,10.040698,10.078463,9.963494,9.993049,9.938821,9.933895,10.646568,10.639179,-0.679769,0.669917,-0.078816,0.083742,-0.643666,0.63053,0.088665,0.095233,-0.53201,0.51559,-0.653513,0.658439
43172.53159,-167.429871,187.429871,60.22121755,10.060402,10.098167,9.983198,10.012753,9.956882,9.951956,10.667913,10.660524,-0.702757,0.692905,-0.072248,0.077174,-0.643666,0.63053,0.07553,0.082098,-0.528726,0.512306,-0.653513,0.658439
43172.5316,-167.450394,187.450394,60.22781159,10.071896,10.109661,9.997976,10.027531,9.974944,9.970018,10.682692,10.675303,-0.735596,0.725744,-0.072248,0.077174,-0.643666,0.63053,0.045975,0.052543,-0.525442,0.509022,-0.650229,0.655155
43172.53161,-168.201492,188.201492,60.46913938,10.089957,10.127722,9.999619,10.029174,9.993006,9.98808,10.700753,10.693364,-0.72246,0.712608,-0.062396,0.067322,-0.64695,0.633814,0.032839,0.039407,-0.512306,0.495886,-0.637093,0.642019
43172.53162,-168.391083,188.391083,60.53005497,10.098167,10.135932,10.020143,10.049698,10.01271,10.007784,10.722099,10.71471,-0.745447,0.735595,-0.062396,0.067322,-0.643666,0.63053,0.009852,0.01642,-0.479466,0.463046,-0.623957,0.628883
43172.53163,-168.636749,188.636749,60.60898745,10.116229,10.153994,10.02589,10.055445,10.022562,10.017636,10.735235,10.727846,-0.761867,0.752015,-0.059112,0.064038,-0.643666,0.63053,-0.019703,0.013135,-0.44991,0.43349,-0.600969,0.605895
43172.53165,-169.05632,189.05632,60.74379562,10.137575,10.17534,10.045594,10.075149,10.035697,10.030771,10.807483,10.800094,-0.78157,0.771718,-0.026272,0.031198,-0.643666,0.63053,-0.039407,0.032839,-0.403933,0.387513,-0.591118,0.596044
43172.53166,-169.461121,189.461121,60.87385818,10.155637,10.193402,10.071866,10.101421,10.050475,10.045549,10.832113,10.824724,-0.801274,0.791422,-0.019704,0.02463,-0.643666,0.63053,-0.065678,0.05911,-0.357957,0.341537,-0.577982,0.582908
43172.53167,-170.513931,190.513931,61.21212603,10.175341,10.213106,10.07515,10.104705,10.070179,10.065253,10.851817,10.844428,-0.820977,0.811125,0,0.004926,-0.643666,0.63053,-0.085382,0.078814,-0.325117,0.308697,-0.538574,0.5435
43172.53168,-170.481705,190.481705,61.20177182,10.195045,10.23281,10.093211,10.122766,10.086598,10.081672,10.866594,10.859205,-0.840681,0.830829,0.026272,0.021346,-0.643666,0.63053,-0.111653,0.105085,-0.288993,0.272573,-0.512302,0.517228
43172.53169,-170.820511,190.820511,61.31063018,10.216391,10.254156,10.111273,10.140828,10.109587,10.104661,10.891225,10.883836,-0.860384,0.850532,0.068964,0.064038,-0.643666,0.63053,-0.13464,0.128072,-0.223313,0.206893,-0.492598,0.497524
43172.5317,-171.845291,191.845291,61.639892,10.227885,10.26565,10.140829,10.170384,10.129291,10.124365,10.910929,10.90354,-0.899791,0.889939,0.11494,0.110014,-0.643666,0.63053,-0.180615,0.174047,-0.210177,0.193757,-0.46961,0.474536
43172.53172,-172.072189,192.072189,61.71279433,10.241021,10.278786,10.147397,10.176952,10.150636,10.14571,10.930633,10.923244,-0.921136,0.911284,0.137928,0.133002,-0.64695,0.633814,-0.21017,0.203602,-0.144497,0.128077,-0.463042,0.467968
43172.53173,-171.775986,191.775986,61.6176243,10.255798,10.293563,10.167101,10.196656,10.162129,10.157203,10.974966,10.967577,-0.942482,0.93263,0.141212,0.136286,-0.643666,0.63053,-0.233157,0.226589,-0.111656,0.095236,-0.459758,0.464684
43172.53174,-172.736771,192.736771,61.92632452,10.351034,10.388799,10.16628,10.195835,10.17855,10.173624,10.98646,10.979071,-0.955617,0.945765,0.174052,0.169126,-0.643666,0.63053,-0.259429,0.252861,-0.095236,0.078816,-0.456474,0.4614
43172.53175,-172.921951,192.921951,61.98582286,10.378948,10.416713,10.180237,10.209792,10.191686,10.18676,11.00288,10.995491,-0.965469,0.955617,0.193756,0.18883,-0.643666,0.63053,-0.2857,0.279132,-0.078816,0.062396,-0.443338,0.448264
43172.53176,-173.275314,193.275314,62.09935839,10.393726,10.431491,10.196656,10.226211,10.21139,10.206464,11.022584,11.015195,-1.001592,0.99174,0.226596,0.22167,-0.643666,0.63053,-0.311971,0.305403,-0.045976,0.029556,-0.42035,0.425276
43172.53177,-174.506912,194.506912,62.49507083,10.41343,10.451195,10.214719,10.244274,10.240945,10.236019,11.052139,11.04475,-1.018012,1.00816,0.269289,0.264363,-0.64695,0.633814,-0.34481,0.338242,0.019704,0.036124,-0.390794,0.39572
43172.53179,-174.5495,194.5495,62.50875435,10.43806,10.475825,10.234423,10.263978,10.259007,10.254081,11.071843,11.064454,-1.057419,1.047567,0.292277,0.287351,-0.64695,0.633814,-0.384217,0.377649,0.045976,0.062396,-0.390794,0.39572
43172.5318,-175.196869,195.196869,62.71675401,10.451196,10.488961,10.252484,10.282039,10.267217,10.262291,11.086621,11.079232,-1.077122,1.06727,0.308697,0.303771,-0.643666,0.63053,-0.403921,0.397353,0.062396,0.078816,-0.38751,0.392436
43172.53181,-175.429276,195.429276,62.79142638,10.461048,10.498813,10.245916,10.275471,10.277068,10.272142,11.101399,11.09401,-1.080406,1.070554,0.321833,0.316907,-0.643666,0.63053,-0.431834,0.425266,0.072248,0.088668,-0.380942,0.385868
43172.53182,-176.000717,196.000717,62.97503037,10.484035,10.5218,10.262336,10.291891,10.31155,10.306624,11.127671,11.120282,-1.106677,1.096825,0.348105,0.343179,-0.64695,0.633814,-0.466315,0.459747,0.0821,0.09852,-0.380942,0.385868
43172.53183,-175.95105,195.95105,62.95907237,10.498814,10.536579,10.296818,10.326373,10.329612,10.324686,11.144092,11.136703,-1.119813,1.109961,0.361241,0.356315,-0.64695,0.633814,-0.47945,0.472882,0.124792,0.141212,-0.377658,0.382584
43172.53184,-176.796173,196.796173,63.23061038,10.505382,10.543147,10.318164,10.347719,10.344389,10.339463,11.162153,11.154764,-1.139516,1.129664,0.374377,0.369451,-0.64695,0.633814,-0.49587,0.489302,0.170769,0.187189,-0.364523,0.369449
43172.53186,-177.049332,197.049332,63.31195037,10.516876,10.554641,10.316522,10.346077,10.354241,10.349315,11.172005,11.164616,-1.165788,1.155936,0.377661,0.372735,-0.643666,0.63053,-0.528709,0.522141,0.183905,0.200325,-0.367807,0.372733
43172.53187,-177.922714,197.922714,63.59256801,10.543148,10.580913,10.333762,10.363317,10.373945,10.369019,11.194993,11.187604,-1.182207,1.172355,0.397365,0.392439,-0.643666,0.63053,-0.545129,0.538561,0.220029,0.236449,-0.361239,0.366165
43172.53188,-177.856277,197.856277,63.5712218,10.56121,10.598975,10.332942,10.362497,10.382154,10.377228,11.206487,11.199098,-1.188775,1.178923,0.413785,0.408859,-0.643666,0.63053,-0.5714,0.564832,0.229881,0.246301,-0.344819,0.349745
43172.53189,-178.205444,198.205444,63.68340916,10.568599,10.606364,10.34033,10.369885,10.392007,10.387081,11.213055,11.205666,-1.208478,1.198626,0.423637,0.418711,-0.64695,0.633814,-0.600955,0.594387,0.243017,0.259437,-0.321831,0.326757
43172.5319,-178.498993,198.498993,63.77772645,10.575988,10.613753,10.367423,10.396978,10.408426,10.4035,11.229475,11.222086,-1.228182,1.21833,0.430205,0.425279,-0.64695,0.633814,-0.620658,0.61409,0.262721,0.279141,-0.321831,0.326757
43172.53191,-178.876205,198.876205,63.89892467,10.590766,10.628531,10.37235,10.401905,10.416636,10.41171,11.240969,11.23358,-1.224898,1.215046,0.456477,0.451551,-0.643666,0.63053,-0.643646,0.637078,0.282425,0.298845,-0.305411,0.310337
43172.53193,-179.390244,199.390244,64.0640854,10.605543,10.643308,10.409294,10.438849,10.442908,10.437982,11.262315,11.254926,-1.244601,1.234749,0.505737,0.500811,-0.64695,0.633814,-0.660065,0.653497,0.308697,0.325117,-0.305411,0.310337
43172.53194,-179.606339,199.606339,64.13351672,10.625247,10.663012,10.419967,10.449522,10.46918,10.464254,11.285302,11.277913,-1.267589,1.257737,0.535293,0.530367,-0.64695,0.633814,-0.686336,0.679768,0.351389,0.367809,-0.292275,0.297201
43172.53195,-180.625153,200.625153,64.46086166,10.641667,10.679432,10.436387,10.465942,10.483957,10.479031,11.303365,11.295976,-1.284008,1.274156,0.554997,0.550071,-0.64695,0.633814,-0.725743,0.719175,0.397366,0.413786,-0.279139,0.284065
43172.53196,-181.104553,201.104553,64.61489288,10.656446,10.694211,10.449523,10.479078,10.500378,10.495452,11.316501,11.309112,-1.306996,1.297144,0.564849,0.559923,-0.64695,0.633814,-0.752015,0.745447,0.453194,0.469614,-0.264361,0.269287
43172.53197,-180.958664,200.958664,64.56801874,10.669581,10.707346,10.465942,10.495497,10.520082,10.515156,11.327994,11.320605,-1.329983,1.320131,0.577985,0.573059,-0.64695,0.633814,-0.768434,0.761866,0.463046,0.479466,-0.256151,0.261077
43172.53198,-181.412003,201.412003,64.71367656,10.68436,10.722125,10.482363,10.511918,10.533217,10.528291,11.34113,11.333741,-1.343119,1.333267,0.597689,0.592763,-0.64695,0.633814,-0.797989,0.791421,0.505738,0.522158,-0.252867,0.257793
43172.532,-182.286713,202.286713,64.99472089,10.697495,10.73526,10.485646,10.515201,10.551279,10.546353,11.360834,11.353445,-1.367748,1.357896,0.660085,0.655159,-0.643666,0.63053,-0.829186,0.822618,0.561566,0.577986,-0.236447,0.241373
43172.53201,-182.268387,202.268387,64.98883274,10.710631,10.748396,10.506992,10.536547,10.569341,10.564415,11.37397,11.366581,-1.385809,1.375957,0.702778,0.697852,-0.64695,0.633814,-0.853816,0.847248,0.650235,0.666655,-0.200323,0.205249
43172.53202,-182.14743,202.14743,64.94996926,10.715557,10.753322,10.51356,10.543115,10.608748,10.603822,11.395316,11.387927,-1.4285,1.418648,0.74547,0.740544,-0.64695,0.633814,-0.922778,0.91621,0.758607,0.775027,-0.160915,0.165841
43172.53203,-182.57077,202.57077,65.0859884,10.728693,10.766458,10.528338,10.557893,10.638304,10.633378,11.410094,11.402705,-1.464623,1.454771,0.765174,0.760248,-0.64695,0.633814,-0.965468,0.9589,0.775027,0.791447,-0.157631,0.162557
43172.53204,-183.115494,203.115494,65.26100822,10.740187,10.777952,10.553789,10.583344,10.666218,10.661292,11.429798,11.422409,-1.497462,1.48761,0.784878,0.779952,-0.64695,0.633814,-0.996666,0.990098,0.791447,0.807867,-0.144495,0.149421
43172.53205,-183.146393,203.146393,65.27093607,10.751681,10.789446,10.550505,10.58006,10.667859,10.662933,11.436366,11.428977,-1.517166,1.507314,0.801298,0.796372,-0.64695,0.633814,-1.021295,1.014727,0.804583,0.821003,-0.137927,0.142853
43172.53207,-183.111969,203.111969,65.25987564,10.756607,10.794372,10.559536,10.589091,10.672786,10.66786,11.444575,11.437186,-1.517166,1.507314,0.81115,0.806224,-0.64695,0.633814,-1.040998,1.03443,0.807867,0.824287,-0.137927,0.142853
43172.53208,-183.634171,203.634171,65.42765914,10.768101,10.805866,10.57924,10.608795,10.692489,10.687563,11.464279,11.45689,-1.530301,1.520449,0.830854,0.825928,-0.64695,0.633814,-1.070553,1.063985,0.817719,0.834139,-0.128075,0.133001
43172.53209,-184.550369,204.550369,65.72203356,10.797657,10.835422,10.594018,10.623573,10.712193,10.707267,11.485625,11.478236,-1.559856,1.550004,0.850558,0.845632,-0.64695,0.633814,-1.090257,1.083689,0.843992,0.860412,-0.111656,0.116582
43172.5321,-184.550369,204.550369,65.72203356,10.810793,10.848558,10.610437,10.639992,10.730254,10.725328,11.502046,11.494657,-1.576276,1.566424,0.857126,0.8522,-0.64695,0.633814,-1.113244,1.106676,0.906388,0.922808,-0.09852,0.103446
43172.53211,-185.420425,205.420425,66.00158255,10.823929,10.861694,10.635067,10.664622,10.763094,10.758168,11.528317,11.520928,-1.595979,1.586127,0.90967,0.904744,-0.643666,0.63053,-1.169071,1.162503,0.968784,0.985204,-0.072248,0.077174
43172.53212,-185.462814,205.462814,66.01520214,10.833781,10.871546,10.644919,10.674474,10.789366,10.78444,11.544737,11.537348,-1.615683,1.605831,0.97535,0.970424,-0.643666,0.63053,-1.205194,1.198626,1.008192,1.024612,-0.059112,0.064038
43172.53213,-186.134674,206.134674,66.23107076,10.858411,10.896176,10.664623,10.694178,10.820563,10.815637,11.575935,11.568546,-1.658374,1.648522,1.011474,1.006548,-0.63053,0.617394,-1.2446,1.238032,1.073873,1.090293,-0.03284,0.037766
43172.53215,-186.772324,206.772324,66.4359477,10.873189,10.910954,10.68679,10.716345,10.846835,10.841909,11.607133,11.599744,-1.687929,1.678077,1.057451,1.052525,-0.600973,0.587837,-1.300427,1.293859,1.154331,1.170751,0,0.004926
43172.53216,-186.869659,206.869659,66.46722144,10.887967,10.925732,10.704031,10.733586,10.874749,10.869823,11.653109,11.64572,-1.737187,1.727335,1.100143,1.095217,-0.581269,0.568133,-1.402228,1.39566,1.241357,1.257777,0.042692,0.037766
43172.53217,-183.884247,203.884247,65.50800856,10.897819,10.935584,10.717167,10.746722,10.884601,10.879675,11.874778,11.867389,-1.84063,1.830778,1.221651,1.216725,-0.476181,0.463045,-1.641953,1.635385,1.605883,1.622303,0.269287,0.264361
43172.53218,-183.899261,203.899261,65.51283256,10.896176,10.933941,10.702389,10.731944,10.889526,10.8846,11.910902,11.903513,-1.84063,1.830778,1.221651,1.216725,-0.476181,0.463045,-1.691211,1.684643,1.622303,1.638723,0.275855,0.270929
