TimeStamp,,Kyowa PG 500 KUM _Load in bar_(bar),Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom,Load in kN
29:20.4,2.52,-1.432447,1.477764,2.221571,1.61489,1.126387,-0.33168,-0.5008,-0.377657,-0.436761,-0.807861,-0.857111,6.886245221
29:21.4,2.54,-1.448118,1.438357,2.231423,1.655119,1.121461,-0.341532,-0.541849,-0.403928,-0.505723,-0.794725,-0.853827,6.891280313
29:22.4,2.56,-1.455622,1.45806,2.226497,1.612427,1.121461,-0.338248,-0.522145,-0.361237,-0.420341,-0.827564,-0.860395,6.893691349
29:23.4,2.57,-1.457388,1.497467,2.232244,1.612427,1.123103,-0.338248,-0.513935,-0.371089,-0.423625,-0.765169,-0.901444,6.894258764
29:24.4,2.59,-1.464671,1.446566,2.199405,1.545106,1.131312,-0.334964,-0.533639,-0.387508,-0.367799,-0.771737,-0.817704,6.896598792
29:25.4,2.61,-2.20098,1.500751,2.21172,1.545927,1.124745,-0.344816,-0.533639,-0.371089,-0.407205,-0.870256,-0.77337,7.133174874
29:26.4,2.62,-4.181024,1.52538,2.177238,1.965454,1.101757,-0.328396,-0.486022,-0.331681,-0.417057,-0.798009,-0.735605,7.769363011
29:27.4,2.64,-5.071612,1.581207,2.251127,1.487636,1.131312,-0.341532,-0.520503,-0.338249,-0.421983,-0.781589,-0.894876,8.055508936
29:28.4,2.66,-5.920045,1.618972,2.269188,1.599291,1.16251,-0.33168,-0.509009,-0.334965,-0.426909,-0.794725,-0.817704,8.328110459
29:29.4,2.68,-6.017822,1.640318,2.274114,1.52376,1.159226,-0.436767,-0.423627,-0.328397,-0.433477,-0.804577,-0.827555,8.359526209
29:30.4,2.69,-7.173933,1.705996,2.308595,1.732292,1.231472,-0.308692,-0.541849,-0.331681,-0.426909,-0.796367,-0.837407,8.730984673
29:31.4,2.71,-8.245509,1.756076,2.331583,1.720798,1.279089,-0.374371,-0.55991,-0.357953,-0.420341,-0.801293,-0.842333,9.075282042
29:32.4,2.73,-8.746755,1.768391,2.352928,1.778268,1.282373,-0.361235,-0.331677,-0.295557,-0.384218,-0.804577,-0.873531,9.236332382
29:33.4,2.74,-8.802596,1.812724,2.333225,1.692884,1.282373,-0.364519,-0.538565,-0.315261,-0.426909,-0.778305,-0.840691,9.254274095
29:34.4,2.76,-8.877198,1.783168,2.364422,1.788119,1.288941,-0.361235,-0.545133,-0.354669,-0.361231,-0.801293,-0.853827,9.278243717
29:35.4,2.78,-10.24652,1.848847,2.402187,1.784836,1.34641,-0.364519,-0.509009,-0.331681,-0.459748,-0.725761,-0.840691,9.718206876
29:36.4,2.79,-11.324277,1.928482,2.560637,1.927688,1.344768,-0.367803,-0.502442,-0.351385,-0.412131,-0.878466,-0.885024,10.0644902
29:37.4,2.81,-11.935439,1.897285,2.548322,1.346426,1.369397,-0.364519,-0.515577,-0.338249,-0.454822,-0.748749,-0.646938,10.26085655
29:38.4,2.83,-12.091265,1.947365,2.568026,2.246234,1.379249,-0.371087,-0.528713,-0.341533,-0.426909,-0.850552,-1.001605,10.31092344
29:39.4,2.84,-12.633343,1.98513,2.591013,2.001578,1.431792,-0.374371,-0.545133,-0.328397,-0.417057,-0.830848,-0.793074,10.48509311
29:40.4,2.86,-14.328663,2.022895,2.614001,2.131294,1.394027,-0.325112,-0.56812,-0.334965,-0.420341,-0.820997,-0.863679,11.02979942
29:41.4,2.88,-14.567477,2.057376,2.63042,1.976948,1.499112,-0.377655,-0.591108,-0.311977,-0.403922,-0.827564,-0.863679,11.10653036
29:42.4,2.89,-15.886255,2.092678,2.646019,1.941645,1.518816,-0.374371,-0.635441,-0.311977,-0.410489,-0.827564,-0.847259,11.53025373
29:43.4,2.91,-17.232843,2.129622,2.720728,2.021281,1.548371,-0.371087,-0.627231,-0.282421,-0.420341,-0.834132,-0.801284,11.96291246
29:44.4,2.93,-18.099596,2.196943,2.824172,1.985158,1.574643,-0.390791,-0.577972,-0.302125,-0.443329,-0.866972,-0.853827,12.24140019
29:45.4,2.94,-19.530277,2.193659,2.962097,2.058226,1.609124,-0.397359,-0.536923,-0.336607,-0.336601,-0.891602,-0.843975,12.701078
29:46.4,2.96,-19.603334,2.239634,2.950603,1.999936,1.604198,-0.397359,-0.596034,-0.269286,-0.535278,-0.912948,-0.824271,12.72455121
29:47.4,2.98,-20.474058,2.315985,2.950603,2.119801,1.661667,-0.400643,-0.622305,-0.288989,-0.300478,-0.926084,-0.835765,13.00431484
29:48.4,2.99,-22.435341,2.323374,2.999862,2.075467,1.691222,-0.400643,-0.637083,-0.305409,-0.435119,-0.993406,-0.857111,13.63447506
29:49.5,3.01,-22.57373,2.379201,3.096738,2.402222,1.724062,-0.407211,-0.683058,-0.338249,-0.39407,-0.85712,-1.100123,13.67893945
29:50.5,3.03,-26.225477,2.454731,3.057331,1.930151,1.793024,-0.469606,-0.743811,-0.390792,-0.472884,-1.060727,-0.798,14.85224576
29:51.5,3.04,-26.779474,2.48757,3.147639,1.944108,1.884974,-0.50573,-0.811131,-0.410496,-0.476168,-1.0049,-1.03116,15.030245
29:52.5,3.06,-27.750624,2.522052,3.119725,2.2019,1.855419,-0.525433,-0.794711,-0.410496,-0.489303,-1.044307,-0.912938,15.34227549
29:53.5,3.08,-28.326252,2.558175,3.145997,2.229814,1.878406,-0.469606,-0.75202,-0.4302,-0.502439,-1.044307,-0.93921,15.52722477
29:54.5,3.09,-28.991711,2.566385,3.159132,2.318481,1.89811,-0.525433,-0.863674,-0.4302,-0.502439,-1.077147,-0.958913,15.74103674
29:55.5,3.11,-28.836548,2.581162,3.164058,2.329975,1.901394,-0.546779,-0.832477,-0.443336,-0.518859,-1.093567,-0.94742,15.69118287
29:56.5,3.13,-28.720009,2.564743,3.155849,2.328333,1.907962,-0.538569,-0.863674,-0.403928,-0.518859,-1.083715,-0.952345,15.65373889
29:57.5,3.14,-28.628412,2.569669,3.163237,2.336543,1.904678,-0.561557,-0.848896,-0.476176,-0.507365,-1.068937,-0.968765,15.62430878
29:58.5,3.16,-28.567936,2.535187,3.162416,2.375951,1.907962,-0.548421,-0.78486,-0.436768,-0.400638,-1.057443,-0.978617,15.60487784
29:59.5,3.18,-28.495762,2.633705,3.18212,2.266758,1.90632,-0.551705,-0.791428,-0.456472,-0.533636,-1.083715,-0.929358,15.58168833
30:00.5,3.19,-28.447205,2.551607,3.139429,2.331617,1.912888,-0.548421,-0.814415,-0.443336,-0.446612,-1.068937,-0.935926,15.56608697
30:01.5,3.21,-28.408358,2.602508,3.168163,2.401402,1.903857,-0.551705,-0.812773,-0.443336,-0.566475,-1.098493,-0.924432,15.55360543
30:02.5,3.23,-28.361567,2.572953,3.18212,2.713379,1.911246,-0.541853,-0.804563,-0.44662,-0.517217,-1.083715,-0.999963,15.53857148
30:03.5,3.24,-28.325148,2.574594,3.160774,2.28482,1.903857,-0.551705,-0.840687,-0.44662,-0.505723,-1.083715,-1.003247,15.52687005
30:04.5,3.26,-28.267761,2.572953,3.175552,2.495816,1.960505,-0.541853,-0.807847,-0.44662,-0.499155,-1.070579,-0.955629,15.50843161
30:05.5,3.28,-28.241276,2.571311,3.159953,2.380056,1.903036,-0.554989,-0.825909,-0.44662,-0.492587,-1.077147,-0.968765,15.49992198
30:06.5,3.29,-28.207506,2.572953,3.162416,2.339827,1.950653,-0.568125,-0.696194,-0.459756,-0.502439,-1.050875,-0.968765,15.48907168
30:07.5,3.31,-28.185656,2.566385,3.159132,2.313555,1.909604,-0.535285,-0.850538,-0.440052,-0.495871,-1.070579,-0.952345,15.48205127
30:08.5,3.33,-28.152327,2.573773,3.162416,2.33408,1.90632,-0.545137,-0.778292,-0.459756,-0.492587,-1.083715,-0.949061,15.47134267
30:09.5,3.34,-28.117895,2.576236,3.160774,2.310271,1.907962,-0.538569,-0.738885,-0.390792,-0.495871,-1.070579,-0.932642,15.46027966
30:10.5,3.36,-28.087215,2.618927,3.155849,2.297135,1.903036,-0.554989,-0.834119,-0.443336,-0.591105,-1.080431,-0.949061,15.45042218
30:11.5,3.38,-27.984583,2.482645,3.159132,2.382519,1.907962,-0.551705,-0.804563,-0.380941,-0.581253,-1.027888,-0.92279,15.41744652
30:12.5,3.39,-27.964939,2.610718,3.170626,2.336543,1.904678,-0.554989,-0.814415,-0.44662,-0.486019,-1.060727,-0.981901,15.4111349
30:13.5,3.41,-27.922562,2.523694,3.160774,2.075467,1.917814,-0.545137,-0.811131,-0.44662,-0.486019,-1.119839,-0.817704,15.39751917
30:14.5,3.43,-27.75548,2.585267,3.155849,2.390728,1.905499,-0.561557,-0.804563,-0.453188,-0.479452,-1.126407,-0.903086,15.34383572
30:15.5,3.44,-23.317764,2.485928,3.127935,2.118159,1.893184,-0.548421,-0.817699,-0.476176,-0.499155,-1.0049,-0.995037,13.91799757
30:16.5,3.46,-16.220419,2.293819,3.008072,2.001578,1.702716,-0.538569,-0.820983,-0.486028,-0.502439,-1.044307,-0.972049,11.63762062
30:17.5,3.48,-13.409381,2.21993,2.991652,2.421926,1.658383,-0.44005,-0.824267,-0.489312,-0.505723,-1.03774,-0.850543,10.73443412
30:18.5,3.49,-12.782547,2.216646,2.9818,2.024565,1.641142,-0.512298,-0.801279,-0.482744,-0.502439,-1.03774,-0.967123,10.53303235
30:19.5,3.51,-12.907473,2.21911,2.986726,2.12719,1.664951,-0.535285,-0.510651,-0.489312,-0.512291,-1.034456,-0.955629,10.57317107
30:20.5,3.53,-12.987813,2.21172,2.980158,2.086961,1.648531,-0.500804,-0.922785,-0.482744,-0.505723,-1.027888,-0.953987,10.59898432
30:21.5,3.54,-13.03637,2.203511,2.988368,2.116517,1.651815,-0.522149,-0.69291,-0.522151,-0.4696,-1.03774,-0.962197,10.61458568
30:22.5,3.56,-13.087577,2.249486,2.97359,2.060689,1.651815,-0.512298,-0.715897,-0.433484,-0.426909,-1.034456,-0.942494,10.63103849
30:23.5,3.58,-13.109207,2.21172,2.994936,2.101739,1.651815,-0.509014,-0.78486,-0.502447,-0.505723,-1.047591,-0.962197,10.63798821
30:24.5,3.59,-13.126864,2.187091,2.945677,2.129653,1.653457,-0.50573,-0.788144,-0.44662,-0.518859,-0.8407,-1.001605,10.6436614
30:25.5,3.61,-13.158868,2.233066,3.021207,2.21832,1.648531,-0.512298,-0.758588,-0.495879,-0.479452,-1.113271,-0.93921,10.65394429
30:26.5,3.63,-13.152908,2.188733,3.019565,1.71423,1.661667,-0.499162,-0.76844,-0.489312,-0.525426,-0.896528,-0.988469,10.65202934
30:27.5,3.64,-13.079852,2.21172,2.996578,2.437525,1.655099,-0.50573,-0.745453,-0.489312,-0.512291,-1.090283,-0.965481,10.62855645
30:28.5,3.66,-11.992826,2.177239,2.9818,2.14443,1.658383,-0.499162,-0.75202,-0.486028,-0.499155,-1.03774,-0.827555,10.27929499
30:29.5,3.68,-11.947358,2.173955,2.967023,2.118159,1.637038,-0.502446,-0.75202,-0.486028,-0.492587,-1.031172,-1.021308,10.26468613
30:30.5,3.69,-12.012028,2.169029,2.967023,2.21832,1.627186,-0.367803,-0.86039,-0.492595,-0.486019,-1.02132,-0.932642,10.2854646
30:31.5,3.71,-11.754452,2.154252,2.955529,2.070541,1.628828,-0.51394,-0.748736,-0.486028,-0.490945,-1.008184,-0.955629,10.20270543
30:32.6,3.73,-11.21127,2.150968,2.955529,2.060689,1.615692,-0.459754,-0.661712,-0.459756,-0.495871,-1.009826,-0.942494,10.02818105
30:33.6,3.74,-11.290066,2.157536,2.947319,2.026207,1.612408,-0.495878,-0.845612,-0.47946,-0.522143,-0.991764,-0.955629,10.05349821
30:34.6,3.76,-11.290066,2.108277,2.924331,2.040985,1.59763,-0.492594,-0.66007,-0.505731,-0.535278,-0.981912,-0.949061,10.05349821
30:35.6,3.78,-9.18002,2.111561,2.760135,1.944108,1.554939,-0.482742,-0.748736,-0.492595,-0.400638,-1.026246,-0.942494,9.375540426
30:36.6,3.79,-9.038983,2.065586,2.709234,2.027029,1.533594,-0.476174,-0.714255,-0.47946,-0.435119,-0.98027,-0.931,9.330225238
30:37.6,3.81,-8.237342,1.986772,2.636988,1.878429,1.49747,-0.459754,-0.709329,-0.486028,-0.538562,-0.893244,-0.93921,9.072657985
30:38.6,3.83,-6.490375,1.937513,2.610717,2.150998,1.435076,-0.446618,-0.673206,-0.499163,-0.479452,-0.95564,-0.962197,8.511357488
30:39.6,3.84,-5.556526,1.87676,2.537649,1.201931,1.395669,-0.420347,-0.689626,-0.495879,-0.482736,-0.817713,-1.119827,8.211311804
30:40.6,3.86,-5.283941,1.861983,2.562279,1.76349,1.390743,-0.417063,-0.653502,-0.495879,-0.492587,-0.876824,-0.937568,8.123730243
30:41.6,3.88,-5.343534,1.850489,2.531902,1.43263,1.431792,-0.458112,-0.683058,-0.486028,-0.502439,-0.880108,-0.949061,8.142877474
30:42.6,3.89,-4.749809,1.834069,2.499063,1.824243,1.361187,-0.394075,-0.646935,-0.495879,-0.505723,-0.876824,-0.93921,7.952113632
30:43.6,3.91,-4.524237,1.80944,2.474434,1.840663,1.384175,-0.344816,-0.679774,-0.495879,-0.499155,-0.88996,-0.935926,7.879637348
30:44.6,3.93,-4.572794,1.814366,2.469508,1.807823,1.352978,-0.423631,-0.630515,-0.502447,-0.495871,-0.88996,-0.945778,7.895238712
30:45.6,3.94,-3.539623,1.747045,2.402187,1.799613,1.326706,-0.384223,-0.683058,-0.440052,-0.472884,-0.88996,-0.93921,7.56328087
30:46.6,3.96,-2.805521,1.724058,2.346361,1.725724,1.282373,-0.400643,-0.663354,-0.472892,-0.499155,-0.866972,-0.965481,7.327413897
30:47.6,3.98,-2.805521,1.658379,2.352928,1.814391,1.284015,-0.397359,-0.650218,-0.486028,-0.479452,-0.824281,-0.968765,7.327413897
30:48.6,4.00,-1.795304,1.635392,2.341435,1.704378,1.239682,-0.400643,-0.620663,-0.476176,-0.531994,-0.85712,-0.965481,7.002831175
30:49.6,4.01,-1.222546,1.582849,2.338151,1.696168,1.211769,-0.387507,-0.594392,-0.505731,-0.500797,-0.781589,-0.92279,6.81880403
30:50.6,4.03,-1.222546,1.556578,2.249485,1.5566,1.190423,-0.390791,-0.602602,-0.486028,-0.486019,-0.88175,-0.876815,6.81880403
30:51.6,4.05,-0.035315,1.515529,2.256053,2.740472,1.155942,-0.384223,-0.58454,-0.492595,-0.476168,-0.90638,-0.916222,6.43734671
30:52.6,4.06,-0.508088,1.505677,2.259337,1.558242,1.149374,-0.387507,-0.594392,-0.486028,-0.499155,-0.804577,-0.952345,6.589248674
30:53.6,4.08,-0.601672,1.507319,2.259337,2.040985,1.190423,-0.354668,-0.594392,-0.492595,-0.489303,-0.8407,-0.988469,6.619317214
30:54.6,4.10,-0.654202,1.500751,2.247843,1.638699,1.1543,-0.390791,-0.627231,-0.482744,-0.486019,-0.827564,-0.976975,6.636195103
30:55.6,4.11,-0.68444,1.505677,2.249485,1.660045,1.180571,-0.446618,-0.512293,-0.495879,-0.492587,-0.830848,-0.945778,6.645910572
30:56.6,4.13,-0.719314,1.490899,2.244559,1.646909,1.152658,-0.364519,-0.623947,-0.47946,-0.499155,-0.827564,-0.942494,6.657115588
30:57.6,4.15,-0.754628,1.508961,2.252769,1.66415,1.149374,-0.374371,-0.607527,-0.472892,-0.486019,-0.834132,-0.952345,6.668461976
30:58.6,4.16,-0.770961,1.497467,2.249485,1.633773,1.151016,-0.374371,-0.627231,-0.467966,-0.489303,-0.827564,-0.942494,6.673709769
30:59.6,4.18,-0.790384,1.573818,2.246201,1.630489,1.149374,-0.394075,-0.538565,-0.443336,-0.691264,-0.807861,-0.929358,6.679950379
31:00.6,4.20,-0.822829,1.444924,2.237991,1.676464,1.152658,-0.384223,-0.627231,-0.449904,-0.407205,-0.788157,-0.93921,6.690374958
31:01.6,4.21,-0.834969,1.530306,2.251127,1.648551,1.147732,-0.390791,-0.607527,-0.486028,-0.479452,-0.88996,-0.976975,6.69427554
31:02.7,4.23,-0.858365,1.482689,2.259337,1.607501,1.152658,-0.384223,-0.587824,-0.489312,-0.448254,-0.820997,-0.929358,6.701792675
31:03.7,4.25,-0.887499,1.495825,2.23717,1.088634,1.151016,-0.394075,-0.615737,-0.486028,-0.499155,-0.820997,-0.955629,6.711153429
31:04.7,4.26,-0.889706,1.500751,2.257695,1.641983,1.17072,-0.390791,-0.607527,-0.489312,-0.489303,-0.842342,-0.852185,6.711862538
31:05.7,4.28,-0.897431,1.49993,2.228139,1.576303,1.063992,-0.380939,-0.582898,-0.489312,-0.487661,-0.830848,-0.817704,6.71434458
31:06.7,4.30,-0.913764,1.502393,2.247843,1.701915,1.166615,-0.354668,-0.605885,-0.489312,-0.489303,-0.834132,-0.945778,6.719592373
31:07.7,4.31,-0.927007,1.505677,2.244559,1.561526,1.136238,-0.423631,-0.632157,-0.47946,-0.505723,-0.822639,-0.963839,6.723847349
31:08.7,4.33,-0.935836,1.508961,2.251127,1.665792,1.159226,-0.377655,-0.464676,-0.492595,-0.489303,-0.8407,-0.93921,6.726684107
31:09.7,4.35,-0.95261,1.500751,2.243738,1.634594,1.14609,-0.405569,-0.694552,-0.499163,-0.505723,-0.830848,-0.942494,6.732073593
31:10.7,4.36,-0.956142,1.492541,2.256053,1.6896,1.149374,-0.387507,-0.535281,-0.472892,-0.4696,-0.8407,-0.955629,6.733208425
31:11.7,4.38,-0.975123,1.497467,2.244559,1.661687,1.151016,-0.390791,-0.69291,-0.46304,-0.4696,-0.830848,-0.952345,6.73930702
31:12.7,4.40,-0.983731,1.569713,2.265904,1.600933,1.151016,-0.390791,-0.581256,-0.515583,-0.550056,-0.853836,-0.942494,6.74207277
31:13.7,4.41,-0.99565,1.481048,2.221571,1.671538,1.1543,-0.384223,-0.617379,-0.476176,-0.45318,-0.807861,-0.955629,6.745902345
31:14.7,4.43,-1.009334,1.543442,2.348002,1.799613,1.141164,-0.390791,-0.577972,-0.492595,-0.535278,-0.719193,-1.067284,6.750299014
31:15.7,4.45,-1.009334,1.494183,2.247843,1.472858,1.1543,-0.380939,-0.587824,-0.486028,-0.509007,-0.768453,-0.909654,6.750299014
31:16.7,4.46,-1.029199,1.563146,2.264262,1.905522,1.155942,-0.390791,-0.594392,-0.459756,-0.497513,-0.89817,-0.853827,6.756681639
31:17.7,4.48,-4.501503,1.618972,2.298744,1.707662,1.201917,-0.387507,-0.56812,-0.423632,-0.476168,-0.820997,-0.847259,7.872332914
31:18.7,4.50,-4.453828,1.628824,2.27904,1.704378,1.167436,-0.394075,-0.56812,-0.423632,-0.476168,-0.820997,-0.870247,7.857014936
31:19.7,4.51,-5.400038,1.664947,2.30367,1.789761,1.223262,-0.33168,-0.573046,-0.433484,-0.472884,-0.829206,-0.848901,8.161032209
31:20.7,4.53,-6.026872,1.691219,2.302028,1.678106,1.192065,-0.354668,-0.725749,-0.417064,-0.463032,-0.824281,-0.850543,8.362433974
31:21.7,4.55,-6.930483,1.730626,2.331583,1.737218,1.274163,-0.374371,-0.456467,-0.403928,-0.472884,-0.820997,-0.860395,8.652764188
31:22.7,4.56,-6.928938,1.750329,2.321731,1.687958,1.279089,-0.390791,-0.702761,-0.46304,-0.522143,-0.807861,-0.847259,8.652267779
31:23.7,4.58,-6.928938,1.724058,2.348002,1.791403,1.280731,-0.390791,-0.60096,-0.423632,-0.466316,-0.817713,-0.853827,8.652267779
31:24.7,4.60,-7.1331,1.803693,2.341435,1.674001,1.279089,-0.397359,-0.528713,-0.403928,-0.490945,-0.863688,-0.843975,8.71786503
31:25.7,4.61,-9.140954,1.860341,2.439952,1.803718,1.328348,-0.400643,-0.581256,-0.407212,-0.486019,-0.843984,-0.863679,9.36298852
31:26.7,4.63,-9.231889,1.889896,2.338151,1.770058,1.348052,-0.403927,-0.607527,-0.417064,-0.410489,-0.886676,-0.863679,9.392205936
31:27.7,4.65,-10.105703,1.939155,2.566384,1.830811,1.377607,-0.407211,-0.607527,-0.426916,-0.482736,-0.830848,-0.801284,9.672962374
31:28.7,4.66,-11.45163,1.971994,2.558174,1.753638,1.407162,-0.400643,-0.620663,-0.417064,-0.472884,-0.788157,-0.771728,10.10540872
31:29.7,4.68,-11.364005,1.981846,2.610717,1.587797,1.462989,-0.413779,-0.620663,-0.420348,-0.489303,-0.804577,-1.073851,10.07725481
31:30.7,4.70,-11.820666,2.004833,2.595939,1.614069,1.425224,-0.426915,-0.607527,-0.41378,-0.476168,-0.827564,-0.796358,10.22397999
31:31.7,4.71,-12.480608,2.011401,2.604149,1.842305,1.418656,-0.390791,-0.605885,-0.417064,-0.489303,-0.834132,-0.847259,10.43601935
31:32.7,4.73,-12.425208,2.004833,2.605791,1.882534,1.447391,-0.328396,-0.609169,-0.41378,-0.479452,-0.847268,-0.850543,10.41821933
31:33.7,4.75,-13.359719,2.059018,2.632062,1.884997,1.492545,-0.433483,-0.615737,-0.420348,-0.482736,-0.893244,-0.862037,10.71847771
31:34.7,4.76,-13.334779,2.054092,2.63863,1.931793,1.510606,-0.380939,-0.761872,-0.315261,-0.484378,-0.90638,-0.865321,10.71046449
31:35.7,4.78,-14.134653,2.088573,2.640272,1.896491,1.50568,-0.433483,-0.614095,-0.420348,-0.476168,-0.896528,-0.847259,10.96746401
31:36.7,4.80,-14.946668,1.999907,2.668185,2.031133,1.515532,-0.423631,-0.679774,-0.407212,-0.449896,-0.863688,-0.847259,11.22836443
31:37.7,4.81,-15.055039,2.167387,2.70595,1.880071,1.5221,-0.430199,-0.622305,-0.420348,-0.518859,-0.90638,-0.850543,11.26318403
31:38.7,4.83,-15.148181,2.100067,2.673111,1.976948,1.531131,-0.423631,-0.614095,-0.41378,-0.433477,-0.935936,-0.827555,11.29311056
31:39.7,4.85,-15.798632,2.187091,2.783123,2.031133,1.563149,-0.436767,-0.655144,-0.407212,-0.523784,-0.93922,-0.835765,11.50210046
31:40.8,4.86,-16.961143,2.21993,2.945677,2.283999,1.612408,-0.443334,-0.653502,-0.410496,-0.486019,-0.87354,-1.01474,11.87561525
31:41.8,4.88,-18.091209,2.249486,2.932541,2.209289,1.586137,-0.44005,-0.646935,-0.400644,-0.486019,-1.0049,-0.878457,12.23870545
31:42.8,4.90,-19.215315,2.270831,2.988368,2.215036,1.673161,-0.430199,-0.669922,-0.400644,-0.486019,-0.942504,-0.903086,12.59988071
31:43.8,4.91,-20.470749,2.297924,2.991652,2.037701,1.701895,-0.525433,-0.653502,-0.377657,-0.486019,-0.960566,-0.967123,13.00325165
31:44.8,4.93,-20.294395,2.30367,2.993294,2.096813,1.687938,-0.407211,-0.696194,-0.394076,-0.489303,-0.965492,-0.880099,12.94658911
31:45.8,4.95,-20.327503,2.290535,2.991652,2.100097,1.69779,-0.458112,-0.343171,-0.387508,-0.471242,-0.945788,-0.901444,12.95722671
31:46.8,4.96,-20.280931,2.310238,2.99822,2.083677,1.679729,-0.436767,-0.678132,-0.377657,-0.489303,-0.965492,-0.891592,12.94226313
31:47.8,4.98,-21.847574,2.372633,3.024491,2.123906,1.72242,-0.469606,-0.766798,-0.344817,-0.492587,-1.008184,-0.92279,13.44562553
31:48.8,5.00,-22.317038,2.39562,3.040911,2.11077,1.73063,-0.495878,-0.740527,-0.42199,-0.474526,-1.044307,-0.926074,13.59646431
