Time in Minutes,Load in kN,O-Stud2-Axial,Stud2-Axial,O-Stud3-Axial,Stud3-Axial,O-Stud4-Axial,Stud4-Axial,O-Stud5-Axial,Stud5-Axial,O-Stud3-Bottom,Stud3-Bottom,O-Stud4-Bottom,Stud4-Bottom,O-Stud4-Mid,Stud4-Mid,O-Stud3-Mid,Stud3-Mid,O-Stud3-Top,Stud3-Top,O-Stud4-Top,Stud4-Top,Pb1-Mid-Left,Pb1-Pb2-Mid-Left,Pb2-Mid-Left,Pb3-Mid-Left,Pb3-Pb4-Mid-Left,Pb4-Mid-Left,Pb1-Mid-Top,Pb1-Pb2-Mid-Top,Pb2-Mid-Top,Pb3-Mid-Top,Pb3-Pb4-Mid-Top,Pb4-Mid-Top,Pb1-Mid-Mid,Pb1-Pb2-Mid-Mid,Pb2-Mid-Mid,Pb3-Mid-Mid,Pb3-Pb4-Mid-Mid,Pb4-Mid-Mid,Pb1-Mid-Bottom,Pb1-Pb2-Mid-Bottom,Pb2-Mid-Bottom,Pb3-Mid-Bottom,Pb3-Pb4-Mid-Bottom,Pb4-Mid-Bottom,Pb1-Mid-Right,Pb1-Pb2-Mid-Right,Pb2-Mid-Right,Pb3-Mid-Right,Pb3-Pb4-Mid-Right,Pb4-Mid-Right,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4,Stud2-Mid-HF,Stud2-Mid-CF,Stud3-Top-HF,Stud3-Top-CF,Stud3-Mid-HF,Stud3-Mid-CF,Stud3-Bottom-HF,Stud3-Bottom-CF,Stud4-Top-HF,Stud4-Top-CF,Stud4-Mid-HF,Stud4-Mid-CF,Stud4-Bottom-HF,Stud4-Bottom-CF,Stud5-Top-HF,Stud5-Top-CF,Stud5-Mid-HF,Stud5-Mid-CF,Stud5-Bottom-HF,Stud5-Bottom-CF
0,16.25,12.56,0,12.7,0,12.9,0,13.77,0,-1.71,0,-1.62,0,-2.6,0,-2.29,0,-1.97,0,-2.71,0,87.03,20.64,19.22,19.01,19.66,19.42,19.84,21.95,18.78,19.06,18.81,19.47,54.25,19.39,18.81,18.7,19.18,19.51,30.91,20.27,19.62,19.57,19.74,20.13,78.34,20.65,19.1,19.18,19.57,19.3,62.63,20.88,19.11,19.1,19.35,19.57,19.52,19.23,18.93,18.89,18.92,18.84,18.97,18.69,20.06,19.04,19.44,18.98,19.28,19.12,18.99,19.02,18.68,2293.72,20.11,18.82
0.83,16.06,12.66,0.1,12.79,0.09,12.97,0.07,13.84,0.07,-3.04,-1.33,-3.09,-1.47,-4.34,-1.74,-4.08,-1.79,-3.46,-1.49,-4.01,-1.3,366.18,20.8,19.32,19.01,19.65,19.44,21.8,32.13,18.86,19.03,18.8,19.46,401.89,19.39,18.88,18.71,19.18,19.52,280.13,20.38,19.65,19.55,19.74,20.12,357.59,20.78,19.18,19.19,19.57,19.29,351.45,23.52,19.18,19.1,19.35,19.57,19.58,19.25,19,18.9,18.97,18.85,19.02,18.7,20.05,19.04,19.46,18.98,19.31,19.11,19.06,19.03,18.7,2293.7,20.06,18.82
1.65,16.99,12.85,0.29,12.88,0.18,13.12,0.22,13.89,0.12,-3.7,-1.99,-3.77,-2.15,-5.15,-2.55,-4.87,-2.58,-4.07,-2.1,-4.69,-1.98,401.15,22.02,19.43,19.03,19.64,19.43,22.04,56.4,19.1,18.95,18.8,19.46,505.84,19.4,18.99,18.69,19.17,19.51,381.55,21.59,19.7,19.57,19.72,20.11,401.87,22.15,19.25,19.2,19.56,19.29,422.6,30.54,19.29,19.09,19.33,19.56,19.65,19.27,19.13,18.93,19.05,18.85,19.08,18.7,20.05,19.1,19.53,18.98,19.37,19.11,19.23,19.04,18.77,2293.72,20,18.82
2.48,16.67,12.88,0.32,12.89,0.19,13.15,0.25,13.89,0.12,-3.86,-2.15,-3.93,-2.31,-5.4,-2.8,-5,-2.71,-4.31,-2.34,-4.95,-2.24,410.63,28.23,19.57,19.04,19.62,19.42,22.1,72.04,19.99,18.98,18.8,19.46,523.5,19.45,19.41,18.73,19.15,19.5,407.77,28.93,19.74,19.57,19.72,20.12,421.23,29.79,19.34,19.21,19.57,19.28,440.78,39.75,19.61,19.11,19.32,19.56,19.78,19.27,19.32,18.94,19.17,18.85,19.19,18.7,20.05,19.23,19.66,18.98,19.5,19.12,19.53,19.08,18.88,2293.71,19.92,18.82
3.31,16.49,12.89,0.33,12.89,0.19,13.17,0.27,13.89,0.12,-4.03,-2.32,-4.22,-2.6,-5.98,-3.38,-5.38,-3.09,-4.67,-2.7,-5.46,-2.75,434.31,39.39,19.8,20.31,19.62,19.42,22.58,77.33,21.53,25.65,18.77,19.47,545.86,19.55,20.11,20.34,19.14,19.49,429.66,42.27,19.83,19.57,19.69,20.11,428.15,43.06,19.49,19.27,19.56,19.3,459.49,50.51,20.15,21.03,19.31,19.56,19.97,19.28,19.73,18.97,19.4,18.88,19.38,18.72,20.03,19.31,19.88,19,19.78,19.15,19.93,19.13,19.09,2293.71,19.71,18.84
4.13,16.39,12.9,0.34,12.89,0.19,13.19,0.29,13.89,0.12,-4.4,-2.69,-4.7,-3.08,-6.66,-4.06,-5.86,-3.57,-5.14,-3.17,-5.98,-3.27,455.86,53.13,20.78,20.95,19.62,19.41,22.57,77.33,22.93,31.15,18.77,19.46,522.57,19.66,21.02,21.92,19.15,19.5,415.19,56.1,20.14,19.64,19.69,20.1,459.77,58.05,19.99,19.48,19.55,19.33,463.35,61.15,20.97,22.63,19.31,19.56,20.38,19.32,20.6,19.05,19.89,18.9,19.8,18.76,20.03,19.6,20.28,19.05,20.43,19.2,20.55,19.2,19.52,2293.72,19.27,18.86
5.79,16.48,12.88,0.32,13.03,0.33,13.23,0.33,13.87,0.1,-4.85,-3.14,-5.18,-3.56,-7.3,-4.7,-6.48,-4.19,-5.53,-3.56,-6.49,-3.78,518.56,76.06,26.26,35.86,19.63,19.43,22.81,81.41,27.3,45.1,18.79,19.47,586.78,19.77,25.38,36.23,19.14,19.48,491.16,72.9,28.16,20.36,19.69,20.09,482.23,75.93,23.81,21.84,19.53,19.5,519.68,76.58,26.18,31.88,19.31,19.59,21.21,19.38,22.12,19.17,20.91,19,20.57,18.85,20.07,20.09,21.08,19.18,21.6,19.28,21.54,19.35,20.35,2293.7,18.42,18.95
6.61,16.8,12.89,0.33,13.03,0.33,13.24,0.34,13.84,0.07,-5.14,-3.43,-5.5,-3.88,-7.67,-5.07,-6.92,-4.63,-6,-4.03,-6.83,-4.12,522.7,82.53,30.14,40.43,19.66,19.46,22.81,86.7,31.12,55.23,18.84,19.48,571.53,19.8,29.61,44.82,19.16,19.49,496,77.49,34.57,21.48,19.7,20.11,477.77,80.21,27.68,25.69,19.54,19.73,517,81.73,30.62,37.53,19.34,19.66,22.64,19.54,24.45,19.4,22.6,19.19,21.8,19.01,20.1,21.18,22.51,19.47,23.4,19.49,23.05,19.58,21.77,2293.71,16.97,19.09
7.44,16.57,12.99,0.43,13.04,0.34,13.26,0.36,13.8,0.03,-5.46,-3.75,-5.7,-4.08,-7.99,-5.39,-7.34,-5.05,-6.31,-4.34,-7.14,-4.43,558.31,85.8,35.7,47.82,19.7,19.53,22.92,89.56,35.85,57.88,18.95,19.51,561.88,19.84,34.73,49.63,19.2,19.52,522.82,81.32,35.08,25.82,19.73,20.13,470.86,83.25,33.78,30.97,19.52,20.18,528.47,84.98,35.03,42.43,19.4,19.77,24.76,19.85,27.61,19.82,25.21,19.56,23.64,19.31,20.15,23.05,24.62,20.1,25.87,19.9,25.17,19.98,23.97,2293.71,14.9,19.37
8.26,16.4,12.96,0.4,13.04,0.34,13.26,0.36,13.76,-0.01,-5.79,-4.08,-5.94,-4.32,-8.42,-5.82,-7.77,-5.48,-6.72,-4.75,-7.45,-4.74,575.8,87.33,41.81,51.78,19.78,19.71,22.97,89.89,41.8,60.43,19.15,19.55,518.18,19.86,40.67,53.83,19.3,19.55,532.19,83.81,37.63,32.57,19.77,20.18,491.9,85.45,40.54,38.02,19.5,21.02,529.52,86.62,40.49,47.33,19.5,20,27.6,20.38,32.23,20.86,28.56,20.18,26.55,19.91,20.21,26.01,28.21,21.65,28.95,20.57,28.36,20.8,27.16,2293.72,11.7,19.9
9.09,16.53,12.99,0.43,13.04,0.34,13.27,0.37,13.7,-0.07,-6.14,-4.43,-6.23,-4.61,-8.79,-6.19,-8.19,-5.9,-7.04,-5.07,-7.82,-5.11,594.35,87.59,47.7,56.05,19.93,19.97,22.99,90.26,46.56,65,19.45,19.64,484.2,19.86,46.51,57.4,19.46,19.65,574.24,85.47,39.33,41.66,19.88,20.24,499.56,86.86,47.31,45.03,19.51,22.44,538.09,87.55,45.48,53.03,19.68,20.39,31.26,21.34,37.24,22.49,33,21.26,29.98,20.84,20.27,30.41,32.75,24.12,32.72,21.77,32.03,22.18,31.39,2293.7,8.02,20.76
9.92,16.45,13.12,0.56,13.04,0.34,13.27,0.37,13.64,-0.13,-6.44,-4.73,-6.44,-4.82,-9.13,-6.53,-8.58,-6.29,-7.37,-5.4,-8.19,-5.48,605.64,88.17,53.47,60.73,20.17,20.49,23.04,92.02,52.35,66.99,19.97,19.77,494.98,19.87,52.36,61.36,19.74,19.83,607.83,86.64,43.38,51.62,20.03,20.32,511.1,88.28,53.17,48.02,19.49,24.38,554.89,88.78,50.95,57.75,19.98,20.96,35.56,22.92,42.89,25.03,38.13,22.71,34.23,22.39,20.35,34.9,38.32,27.72,37.29,23.68,36.59,24.32,35.83,2293.71,3.81,22.12
10.74,16.45,13.09,0.53,13.04,0.34,13.27,0.37,13.58,-0.19,-6.73,-5.02,-6.67,-5.05,-9.54,-6.94,-8.97,-6.68,-7.77,-5.8,-8.51,-5.8,612.5,88.8,59.2,65.41,20.52,21.23,23.07,94.38,57.73,70.35,20.83,20.03,496.85,19.89,57.6,64.65,20.17,20.61,629.87,88.37,48.02,57.86,20.26,20.47,509.45,90.59,58.17,56.3,19.49,26.78,562.17,90.54,56.14,62.91,20.45,21.82,40.6,25.31,48.26,28.24,43.67,24.74,39.49,24.59,20.43,39.59,44.15,31.94,42.53,26.3,41.38,27.11,40.76,2293.71,,24
11.57,16.47,13.18,0.62,13.04,0.34,13.27,0.37,13.51,-0.26,-6.97,-5.26,-6.87,-5.25,-9.89,-7.29,-9.36,-7.07,-8.08,-6.11,-8.82,-6.11,621,89.55,63.64,67.57,20.99,22.27,23.17,96.71,61.82,71.97,21.98,20.37,513.2,19.92,62.11,66.77,20.76,21.11,651.32,90.25,52.55,61.36,20.63,20.84,632.11,92.86,62.22,62,19.52,29.5,604.41,92.34,60.47,65.93,21.09,22.82,46.09,28.55,53.8,32.04,49.38,27.44,44.47,27.49,20.52,45.01,49.97,36.48,48.18,29.79,46.7,30.48,46.21,2293.7,,26.62
12.4,16.94,13.23,0.67,13.03,0.33,13.27,0.37,13.45,-0.32,-7.17,-5.46,-7.06,-5.44,-10.16,-7.56,-9.66,-7.37,-8.39,-6.42,-9.08,-6.37,628.42,90.51,66.94,69.95,21.65,23.01,23.21,98.27,65.85,72.97,23.44,20.84,523.03,19.96,66.06,69.88,21.54,21.73,654.41,92.13,60.8,64.76,21.11,21.04,662.17,94.92,65.73,64.28,19.49,32.76,617.01,93.96,65.08,68.37,21.93,23.88,51.4,32.16,58.83,36.02,54.79,30.48,49.71,30.71,20.59,49.7,54.89,40.81,53.41,34.11,51.87,34.3,51.07,2293.72,,29.7
13.23,16.73,13.2,0.64,13.03,0.33,13.27,0.37,13.39,-0.38,-7.26,-5.55,-7.1,-5.48,-10.31,-7.71,-9.87,-7.58,-8.65,-6.68,-9.27,-6.56,638.96,91.96,70.62,72.27,22.5,24.11,23.19,99.7,68.99,75.56,25.11,21.47,538.24,20,69.48,72.07,22.51,23.71,660.88,93.94,64.98,67.48,21.77,21.81,677.76,96.47,68.76,66.56,19.49,35.97,628.96,95.52,68.57,70.78,22.97,25.41,55.63,36.22,63.65,40.83,59.59,33.79,54.89,34.31,20.64,54.06,59.5,45.44,58.34,39.32,56.99,38.28,55.43,2293.71,,33.01
14.06,16.51,13.23,0.67,13.03,0.33,13.27,0.37,13.35,-0.42,-7.38,-5.67,-7.09,-5.47,-10.25,-7.65,-10.03,-7.74,-8.86,-6.89,-9.33,-6.62,649.55,95.91,73.22,73.33,23.48,25.64,23.25,101.2,72.31,76.91,27.24,22.39,547.1,20,72.88,74.01,23.87,24.86,674.87,95.4,68.94,71.19,22.6,21.99,688.35,97.61,71.46,70.89,19.5,40.05,639.97,97.53,71.76,73.26,24.3,26.99,60.25,39.45,67.83,44.82,64.03,36.82,59.9,37.94,20.73,57.9,63.35,49.66,62.72,44.3,61.39,42.55,59.92,2293.72,,36.59
14.89,16.29,13.25,0.69,13.03,0.33,13.27,0.37,13.34,-0.43,-7.38,-5.67,-6.95,-5.33,-10.03,-7.43,-10.03,-7.74,-8.84,-6.87,-9.17,-6.46,658.08,98.25,75.79,75.66,24.67,26.77,23.24,102.74,74.72,78.58,29.4,23.43,549.77,20.03,75.54,75.99,25.28,26.54,692.7,97.26,71.88,73.21,23.65,22.46,686.51,98.49,73.86,73.64,19.49,43.59,646.77,99.18,74.36,75.41,25.75,28.56,64.48,42.96,71.29,51.15,68.43,40.53,63.89,41.4,20.78,62.14,67.03,53.61,66.97,49.07,65.78,46.38,64.1,2293.71,,40.19
15.71,16.75,13.27,0.71,13.03,0.33,13.27,0.37,13.34,-0.43,-7.31,-5.6,-6.76,-5.14,-9.81,-7.21,-10.01,-7.72,-8.88,-6.91,-8.99,-6.28,670.83,99.35,77.84,76.09,26,27.86,23.28,104.48,76.91,80.76,31.77,24.7,551.76,20.03,77.57,77.14,26.92,27.95,707.55,99.97,74.44,75.1,24.9,23.24,697.18,99.32,75.91,75.75,19.51,46.33,656.83,100.78,76.53,76.97,27.4,30.01,67.91,47.17,74.31,54.67,71.85,43.6,67.48,44.54,20.83,65.66,70.52,57.29,70.22,52.91,69.27,49.71,67.13,2293.72,,43.62
16.54,16.55,13.33,0.77,13.02,0.32,13.26,0.36,13.32,-0.45,-7.3,-5.59,-6.61,-4.99,-9.63,-7.03,-9.99,-7.7,-8.95,-6.98,-8.92,-6.21,682.89,100.27,79.18,78.21,27.47,29.36,23.32,105.59,79.01,82.26,34.36,26.38,557.62,20.05,79.21,78.61,28.78,30.37,719.82,101.65,76.18,75.97,26.29,24.21,707.05,99.83,77.9,77.25,19.49,49.14,666.85,101.84,78.3,78.46,29.23,31.89,71.03,50.63,76.96,57.73,74.8,45.81,70.59,47.53,20.87,68.49,73.51,60.8,72.39,56.61,72.46,53.23,70.31,2293.71,,46.97
17.37,16.41,13.34,0.78,13.02,0.32,13.27,0.37,13.3,-0.47,-7.3,-5.59,-6.51,-4.89,-9.51,-6.91,-9.99,-7.7,-9.04,-7.07,-8.88,-6.17,692.2,101.08,80.37,78.82,29.01,30.69,19.57,106.77,80.34,83.68,37.11,28,560.65,20.08,80.76,79.48,30.81,33.22,725.91,102.34,77.86,77.35,27.81,25.24,714.31,100.22,79.31,78.16,19.5,51.83,673.27,102.6,79.73,79.5,31.19,33.79,73.69,53.59,79.2,60.4,77.26,48.56,73.24,50.17,20.9,70.94,76.11,63.99,74.64,60.02,74.99,56.61,73.42,2293.72,,50.6
18.2,16.93,13.32,0.76,12.99,0.29,13.27,0.37,13.28,-0.49,-7.28,-5.57,-6.43,-4.81,-9.41,-6.81,-9.99,-7.7,-9.03,-7.06,-8.85,-6.14,698.32,101.76,81.86,78.83,30.7,32.01,19.57,108,81.42,85.13,39.88,29.81,576.9,20.11,81.7,80.28,33,37,741.2,103.08,79.16,77.9,29.49,25.55,723.33,100.64,80.14,78.59,19.5,54.02,684.94,103.37,80.86,80.15,33.27,35.68,75.7,56.28,81.06,62.46,79.23,51.25,75.39,52.58,20.93,73.09,78.17,66.26,76.28,62.42,76.94,59.44,75.81,2293.72,,53.27
19.03,16.79,13.33,0.77,12.99,0.29,13.27,0.37,13.29,-0.48,-7.25,-5.54,-6.33,-4.71,-9.32,-6.72,-9.98,-7.69,-9.11,-7.14,-8.83,-6.12,704.51,102.41,82.59,80.39,32.45,33.5,19.6,109.07,82.44,85.82,42.73,32.09,616.77,20.2,82.52,80.68,35.36,40.64,752.82,104.37,79.9,78.66,31.25,25.74,734.15,101.25,80.82,78.09,19.51,56.16,702.06,104.27,81.65,80.73,35.45,37.62,77.33,58.65,82.72,63.3,80.84,53.48,77.18,54.71,20.96,74.7,79.79,68.42,77.86,64.32,78.86,61.67,77.66,2293.72,,55.32
19.86,16.69,13.32,0.76,12.99,0.29,13.27,0.37,13.29,-0.48,-7.2,-5.49,-6.27,-4.65,-9.26,-6.66,-9.99,-7.7,-9.12,-7.15,-8.81,-6.1,714.56,103.06,82.96,80.64,34.11,34.9,21.91,111.29,82.84,85.46,45.28,34.83,675.71,20.21,83.12,81.32,37.63,43.53,754.63,105.7,80.6,77.23,32.98,26.05,691.07,102.86,81.04,74.62,19.53,57.6,708.99,105.73,82.11,79.85,37.5,39.39,78.78,60.82,84.17,64.14,82.24,55.58,78.69,56.63,20.96,75.84,81.06,69.84,79.23,65.12,80.65,62.16,79.3,2293.71,,56.43
20.69,16.59,13.42,0.86,12.99,0.29,13.27,0.37,13.27,-0.5,-7.15,-5.44,-6.18,-4.56,-9.18,-6.58,-9.99,-7.7,-9.14,-7.17,-8.8,-6.09,724.72,103.9,83.75,81.02,36.04,36.24,22.69,113.28,83.44,86.57,47.49,38.24,691.69,20.25,83.51,81.49,39.74,46.79,764.97,107.9,80.95,78.09,34.82,26.64,699.21,103.71,81.34,74.23,19.53,58.16,720.15,107.2,82.6,80.28,39.52,41.21,79.91,62.72,85.36,65.21,83.33,57.39,79.84,58.01,20.98,75.88,81.92,70.86,80.19,65.77,82.17,62.84,80.31,2293.7,,57.4
21.52,16.52,13.42,0.86,12.99,0.29,13.27,0.37,13.26,-0.51,-7.08,-5.37,-6.08,-4.46,-9.12,-6.52,-9.98,-7.69,-9.21,-7.24,-8.78,-6.07,731.93,105.43,84.17,81.24,37.72,37.74,23.05,115.74,83.87,87.84,49.41,41.45,701.76,20.3,83.99,82.32,41.67,49.31,775.7,110.65,81.37,77.95,36.33,27.27,705.82,104.94,81.72,74.44,19.53,58.57,728.8,109.19,83.02,80.76,41.28,42.87,80.8,64.3,86.56,66.38,84.21,58.83,80.88,59.29,20.99,76.65,82.55,71.23,81.05,66.42,83.59,63.96,81.21,2293.71,,59.11
22.35,16.43,13.41,0.85,12.99,0.29,13.27,0.37,13.25,-0.52,-7.04,-5.33,-6,-4.38,-9.05,-6.45,-9.95,-7.66,-9.16,-7.19,-8.76,-6.05,738.52,107.69,84.5,81.67,39.33,39.24,23.18,119.83,84.42,89.63,51.14,44.22,697.31,20.36,84.36,82.38,43.43,51.62,783.83,114.83,82.08,77.86,37.76,27.89,712.18,106.75,82.25,74.41,19.55,59.32,732.96,112.27,83.52,81.19,42.92,44.46,81.6,65.6,87.5,67.51,84.99,60.56,81.65,60.34,21,77.89,83.21,72,81.84,67.08,84.75,64.92,82.13,2293.7,,59.96
23.18,16.98,13.41,0.85,12.99,0.29,13.27,0.37,13.24,-0.53,-6.97,-5.26,-5.91,-4.29,-8.92,-6.32,-9.88,-7.59,-9.26,-7.29,-8.71,-6,748.31,111.01,85.04,82.04,40.91,40.49,23.28,125.51,84.75,91.93,52.69,46.74,704.77,20.51,84.72,82.61,45.07,53.46,778.01,120.86,82.52,78.7,39.11,28.43,720.55,111.49,82.73,75.14,19.55,59.57,737.91,117.22,83.95,82.08,44.45,45.74,82.33,66.51,88.32,68.39,85.79,61.79,82.39,61.38,21.01,78.66,83.81,72.82,82.53,67.95,85.84,65.9,82.98,2293.71,,61.34
24.01,16.85,13.42,0.86,12.94,0.24,13.17,0.27,13.14,-0.63,-6.93,-5.22,-5.77,-4.15,-8.79,-6.19,-9.84,-7.55,-9.17,-7.2,-8.63,-5.92,752.1,120.38,85.16,81.39,42.44,42.07,23.39,139.96,85.21,93.42,54.15,48.89,740.61,20.65,84.97,81.82,46.6,55.16,784.63,132.36,83.46,77.24,40.42,28.94,751.61,120.56,82.93,74.88,19.56,59.25,757.24,128.32,84.35,81.75,45.91,46.86,83.05,67.41,89.12,69.17,86.58,62.99,83.13,62.3,21.02,79.14,84.39,73.3,83.14,68.52,86.78,66.63,83.71,2293.72,,61.57
24.84,16.74,13.4,0.84,12.94,0.24,13.17,0.27,13.15,-0.62,-6.85,-5.14,-5.68,-4.06,-8.73,-6.13,-9.84,-7.55,-9.22,-7.25,-8.6,-5.89,758.61,130.86,85.24,80.49,43.84,43.32,23.45,150.87,85.27,95.03,55.41,50.71,751.12,20.8,85.24,81.28,47.57,56.55,798.72,140.67,83.93,75.17,41.65,29.43,754.1,129.47,83.21,74.6,19.56,59.82,765.64,137.97,84.58,81.31,47.12,47.97,83.62,68.18,89.93,69.96,87.44,63.95,83.83,63.07,20.87,79.63,84.81,73.68,83.74,68.69,87.65,67.58,84.41,2293.72,,62.62
25.67,16.68,13.42,0.86,12.94,0.24,13.17,0.27,13.15,-0.62,-6.81,-5.1,-5.59,-3.97,-8.61,-6.01,-9.77,-7.48,-9.27,-7.3,-8.55,-5.84,764.02,150.8,85.44,79.27,45.1,44.45,23.49,172.04,85.59,97.97,56.52,52.3,785.58,21,85.59,80.51,48.52,57.65,806.32,154.97,85.26,75.77,42.78,30,759.71,150.46,83.77,74.74,19.56,59.67,778.91,157.07,85.13,81.65,48.23,48.81,84.04,68.8,90.81,70.61,88.59,64.46,84.53,63.67,20.86,79.86,85.08,73.8,84.32,68.64,88.46,68.41,84.99,2293.7,,63.15
26.5,16.64,13.41,0.85,12.95,0.25,13.17,0.27,13.15,-0.62,-6.78,-5.07,-5.54,-3.92,-8.54,-5.94,-9.77,-7.48,-9.21,-7.24,-8.51,-5.8,770.91,174.92,85.54,76.94,46.21,45.66,23.57,189.57,86.03,100.57,57.43,53.56,796.74,21.16,86.02,79.59,49.57,58.63,814.61,175.03,86.49,74.87,43.82,30.61,772.83,173.84,84.32,75.17,19.55,60.3,788.77,178.34,85.68,81.42,49.26,49.75,84.49,69.1,91.77,71.09,90.41,64.94,85.28,64.28,20.88,80.14,85.47,73.9,84.94,68.83,89.27,68.93,85.62,2293.71,,64
27.33,16.62,13.42,0.86,12.94,0.24,13.17,0.27,13.14,-0.63,-6.78,-5.07,-5.47,-3.85,-8.46,-5.86,-9.77,-7.48,-9.29,-7.32,-8.51,-5.8,775.67,192.3,86.23,76.14,47.21,46.42,23.55,203.55,86.62,103.93,58.16,54.52,803.12,21.34,86.85,80.28,50.34,58.95,820.35,193.82,88.2,75.59,44.78,31.25,780.01,190.77,84.91,75.76,19.53,60.87,794.79,195.11,86.56,82.34,50.12,50.4,85.07,68.87,92.45,71.57,92.22,65.54,86.4,64.92,20.89,80.47,86.35,74.22,85.91,69.22,90.09,69.63,86.38,2293.72,,64.82
28.16,16.59,13.41,0.85,12.95,0.25,13.17,0.27,13.14,-0.63,-6.79,-5.08,-5.41,-3.79,-8.35,-5.75,-9.77,-7.48,-9.36,-7.39,-8.51,-5.8,779.22,203.42,87.25,78.69,48.19,47.13,23.55,218.31,87.64,107.71,58.85,55.29,803.74,21.46,87.81,80.28,51.13,59.32,828.99,206.97,90.95,77.04,45.74,31.74,781.65,197.4,86.09,76.77,19.54,61.78,798.4,206.52,87.95,84.1,50.98,51.05,86.06,69.25,93.26,72.11,93.36,66.13,88.27,65.72,20.9,81.01,87.38,74.62,87.22,69.84,90.98,70.27,87.25,2293.72,,65.3
29,16.59,13.41,0.85,12.94,0.24,13.17,0.27,13.14,-0.63,-6.72,-5.01,-5.33,-3.71,-8.29,-5.69,-9.76,-7.47,-9.38,-7.41,-8.47,-5.76,784.43,211.29,88.63,79.22,49.13,47.67,23.59,228.06,88.75,110.34,59.64,56.01,820.51,21.6,88.4,80.48,52.1,59.84,826.14,213,95.29,78.3,46.66,32.27,785.21,200.61,87.16,78.12,19.58,62.58,804.07,213.24,89.65,85.29,51.88,51.68,87.21,69.82,93.89,72.99,94.06,66.98,90.66,66.61,20.92,81.99,88.18,75.5,88.31,70.55,91.95,71.33,88.37,2293.71,,66.16
29.83,16.57,13.4,0.84,12.94,0.24,13.17,0.27,13.15,-0.62,-6.66,-4.95,-5.23,-3.61,-8.17,-5.57,-9.66,-7.37,-9.4,-7.43,-8.43,-5.72,790.07,219.6,89.62,79.29,50.13,48.36,23.58,237.77,89.52,111.96,60.53,56.8,825.86,21.74,88.85,80.73,53.03,60.12,831.61,226.51,99.04,79.85,47.66,33,803.45,207.59,87.85,78.79,19.6,63.65,812.75,222.87,90.98,86.12,52.84,52.39,88,70.68,94.46,73.93,94.68,68.07,92.31,67.62,20.95,83.09,88.74,76.36,89.04,71.52,93.02,72.95,89.62,2293.72,,67.49
30.66,16.57,13.41,0.85,12.94,0.24,13.17,0.27,13.14,-0.63,-6.57,-4.86,-5.16,-3.54,-8.09,-5.49,-9.58,-7.29,-9.29,-7.32,-8.41,-5.7,795.27,231.01,90.29,79.28,51.17,49.26,23.49,247.47,90.13,112.14,61.64,57.46,831.74,21.88,89.5,81.29,54.07,61.28,838.24,243.66,98.36,80.55,48.64,34.4,802.27,218.47,88.45,79.21,19.6,65.17,816.88,235.15,91.35,86.49,53.88,53.51,88.59,71.68,95.03,74.96,95.11,69.06,93.44,68.65,20.96,83.91,89.41,77.18,89.7,72.53,93.92,73.78,90.67,2293.71,,68.29
