Time in Minutes,Load in kN,O-Stud2-Axial,Stud2-Axial,O-Stud3-Axial,Stud3-Axial,O-Stud4-Axial,Stud4-Axial,O-Stud5-Axial,Stud5-Axial,O-Stud3-Bottom,Stud3-Bottom,O-Stud4-Bottom,Stud4-Bottom,O-Stud4-Mid,Stud4-Mid,O-Stud3-Mid,Stud3-Mid,O-Stud3-Top,Stud3-Top,O-Stud4-Top,Stud4-Top,Pb1-Mid-Left,Pb1-Pb2-Mid-Left,Pb2-Mid-Left,Pb3-Mid-Left,Pb3-Pb4-Mid-Left,Pb4-Mid-Left,Pb1-Mid-Top,Pb1-Pb2-Mid-Top,Pb2-Mid-Top,Pb3-Mid-Top,Pb3-Pb4-Mid-Top,Pb4-Mid-Top,Pb1-Mid-Mid,Pb1-Pb2-Mid-Mid,Pb2-Mid-Mid,Pb3-Mid-Mid,Pb3-Pb4-Mid-Mid,Pb4-Mid-Mid,Pb1-Mid-Bottom,Pb1-Pb2-Mid-Bottom,Pb2-Mid-Bottom,Pb3-Mid-Bottom,Pb3-Pb4-Mid-Bottom,Pb4-Mid-Bottom,Pb1-Mid-Right,Pb1-Pb2-Mid-Right,Pb2-Mid-Right,Pb3-Mid-Right,Pb3-Pb4-Mid-Right,Pb4-Mid-Right,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4,Stud2-Mid-HF,Stud2-Mid-CF,Stud3-Top-HF,Stud3-Top-CF,Stud3-Mid-HF,Stud3-Mid-CF,Stud3-Bottom-HF,Stud3-Bottom-CF,Stud4-Top-HF,Stud4-Top-CF,Stud4-Mid-HF,Stud4-Mid-CF,Stud4-Bottom-HF,Stud4-Bottom-CF,Stud5-Top-HF,Stud5-Top-CF,Stud5-Mid-HF,Stud5-Mid-CF,Stud5-Bottom-HF,Stud5-Bottom-CF
31.49,16.6,13.41,0.85,12.93,0.23,13.17,0.27,13.15,-0.62,-6.52,-4.81,-5.1,-3.48,-7.97,-5.37,-9.54,-7.25,-9.45,-7.48,-8.39,-5.68,801.72,241.48,91.33,79.48,52.19,49.55,23.49,258.59,90.62,114.36,62.84,58.11,839.3,22.04,90.08,81.91,55.04,61.73,843.87,262.31,97.78,80.46,49.68,36.91,810.04,229.55,88.93,80.22,19.59,66.36,823.73,247.98,91.75,87.29,54.94,54.53,89.26,72.5,95.36,75.77,95.44,70.05,94.17,69.61,20.96,84.69,90,77.87,90.51,73.6,94.65,75,91.76,2293.7,,69.44
32.33,17.15,13.41,0.85,12.94,0.24,13.18,0.28,13.13,-0.64,-6.47,-4.76,-5.04,-3.42,-7.94,-5.34,-9.51,-7.22,-9.39,-7.42,-8.38,-5.67,807.89,249.97,92.13,79.81,53.24,50.17,23.48,269.96,91.22,115.09,64.39,58.77,848.12,22.18,90.74,81.42,56.03,62.11,846.09,276.05,96.74,80.94,50.73,39.39,826.42,239.45,89.48,80.94,19.61,67.87,832.13,258.86,92.06,87.64,56.1,55.66,89.86,73.23,95.46,76.75,95.69,70.88,94.71,70.53,20.97,85.4,90.58,78.69,91.39,74.46,94.98,75.78,92.79,2293.7,,70.22
33.16,17.14,13.4,0.84,12.93,0.23,13.17,0.27,13.12,-0.65,-6.47,-4.76,-4.99,-3.37,-7.91,-5.31,-9.51,-7.22,-9.32,-7.35,-8.38,-5.67,811.87,256.22,93.32,80.48,54.3,50.43,23.47,280.71,92,115.99,66.23,59.38,852.24,22.33,91.61,82,57.03,62.43,844.31,287.26,97.13,81.12,51.81,41.93,822.47,246.43,90.05,81.52,19.64,68.49,832.72,267.66,92.82,88.22,57.34,56.53,90.35,73.94,95.44,77.42,95.91,71.8,94.99,71.35,20.99,86.18,91.31,79.21,91.93,75.2,95.41,76.62,93.69,2293.71,,71.06
34,17.13,13.4,0.84,12.93,0.23,13.17,0.27,13.12,-0.65,-6.47,-4.76,-4.96,-3.34,-7.9,-5.3,-9.5,-7.21,-9.39,-7.42,-8.37,-5.66,819.12,262.44,94.93,81.19,55.37,51.26,23.42,290.18,92.93,117.49,67.96,59.91,854.68,22.48,92.64,82.06,57.92,62.58,854.15,297.55,98.8,80.95,52.93,43.36,830.9,252.98,90.66,82.17,19.68,69.2,839.71,275.79,93.99,88.77,58.55,57.26,90.8,74.71,95.5,78.13,96.04,72.54,95.13,72.14,21.02,86.83,91.61,79.92,92.42,75.93,95.77,77.39,94.26,2293.7,,71.94
34.83,17.13,13.42,0.86,12.92,0.22,13.17,0.27,13.12,-0.65,-6.44,-4.73,-4.94,-3.32,-7.88,-5.28,-9.5,-7.21,-9.36,-7.39,-8.38,-5.67,822.44,270.4,96.28,81.34,56.3,51.89,23.4,298.18,94.18,119.45,69.77,60.38,859.12,22.59,94.01,82.39,58.96,62.47,860.79,305.8,100.21,81.18,53.86,44.92,837.42,261.08,91.7,82.55,19.69,69.52,844.94,283.87,95.28,89.38,59.72,57.84,91.22,75.09,95.42,78.62,95.97,73.27,95.25,72.9,21.02,87.47,92.08,80.42,93.07,76.35,95.85,78.08,94.5,2293.69,,72.49
35.66,16.19,13.42,0.86,12.91,0.21,13.17,0.27,13.1,-0.67,-6.44,-4.73,-4.92,-3.3,-7.87,-5.27,-9.51,-7.22,-9.37,-7.4,-8.37,-5.66,825.43,277.13,98.15,81.46,57.32,52.15,23.32,307.15,95.5,121.08,71.17,60.78,855.11,22.75,95.37,82.67,59.85,62.6,860.53,314.05,101.15,81.55,54.9,45.69,843.46,268.65,93.16,82.8,19.71,70.26,846.13,291.75,96.67,89.91,60.81,58.3,91.79,75.64,95.48,79.2,95.96,74.01,95.33,73.52,21.04,88.04,92.57,80.88,93.3,76.94,95.96,78.71,94.62,2293.69,,74.02
36.5,16.69,13.42,0.86,12.89,0.19,13.17,0.27,13.09,-0.68,-6.44,-4.73,-4.91,-3.29,-7.87,-5.27,-9.5,-7.21,-9.4,-7.43,-8.38,-5.67,831.63,284.61,99.43,81.76,58.17,52.18,23.31,314.67,97.2,123.47,72.54,61.12,859.65,22.91,97.03,83.02,60.87,62.46,867.26,318.41,103.12,82.15,55.77,46.43,840.81,277.57,94.8,83.54,19.72,70.82,849.84,298.82,98.32,90.79,61.84,58.6,92.46,76.16,95.6,79.58,95.99,74.58,95.43,74.27,21.07,88.73,92.82,81.51,93.7,77.49,96.08,79.43,94.81,2293.73,,74.34
37.33,16.76,13.39,0.83,12.87,0.17,13.17,0.27,13.07,-0.7,-6.44,-4.73,-4.9,-3.28,-7.86,-5.26,-9.51,-7.22,-9.29,-7.32,-8.39,-5.68,832.62,291.41,101.42,82.02,59.1,52.91,23.29,322.65,98.54,124.06,73.57,61.55,863.69,23.05,98.52,83.52,61.72,61.96,870.84,324.37,102.98,83.01,56.74,47.22,842.41,285.26,96.66,83.93,19.73,71.14,852.39,305.92,99.62,91.31,62.78,58.95,93.03,76.88,95.64,80.13,96.08,75.26,95.5,74.86,21.09,89.63,92.97,82.06,93.93,78.19,96.19,80,94.97,2293.71,,74.68
38.17,16.86,13.4,0.84,12.87,0.17,13.17,0.27,13.07,-0.7,-6.44,-4.73,-4.9,-3.28,-7.86,-5.26,-9.52,-7.23,-9.42,-7.45,-8.43,-5.72,837.49,302.12,102.68,82.37,59.87,53.36,23.26,329.54,100.07,122.7,74.6,61.76,868.81,23.16,100.24,83.65,62.66,61.26,873.79,329.81,103.35,83.09,57.57,47.19,849,294.04,98.25,84.28,19.75,71.35,857.27,313.88,100.92,91.22,63.67,58.98,93.47,77.26,95.71,80.56,96.08,75.77,95.51,75.57,21.11,90.46,93.3,82.78,94.19,78.67,96.32,80.68,95.15,2293.73,,75.42
39,16.95,13.39,0.83,12.86,0.16,13.17,0.27,13.06,-0.71,-6.44,-4.73,-4.88,-3.26,-7.9,-5.3,-9.56,-7.27,-9.47,-7.5,-8.5,-5.79,839.36,310.23,104.11,82.81,60.74,53.33,23.22,336.75,101.46,123.07,75.28,62.02,870.81,23.33,101.92,84.42,63.47,61.13,879.91,337.42,104.2,84.14,58.51,47.42,854.24,301.66,99.86,84.93,19.76,72.03,861.08,321.52,102.31,91.88,64.5,59.19,93.95,77.76,95.79,80.91,95.97,76.43,95.54,76.2,21.12,91.49,93.53,83.16,94.5,79.31,96.35,81.18,95.36,2293.73,,76.08
39.83,17.05,13.4,0.84,12.84,0.14,13.18,0.28,13.03,-0.74,-6.44,-4.73,-4.88,-3.26,-7.94,-5.34,-9.63,-7.34,-9.57,-7.6,-8.58,-5.87,841.94,318.92,105.77,83.37,61.5,54.35,20.8,342.66,102.78,118.23,75.89,62.1,872.7,23.42,103.6,84.6,64.35,61.23,885.64,344.43,110.08,86.13,59.3,47.27,854.41,310.37,101.35,85.28,19.78,72.88,863.67,329.1,104.72,91.52,65.26,59.57,94.37,78.16,95.93,81.19,95.93,76.92,95.59,76.91,21.14,92.17,93.86,83.77,94.81,79.87,96.39,81.74,95.52,2293.72,,77.03
40.67,17.14,13.41,0.85,12.83,0.13,13.17,0.27,13.03,-0.74,-6.44,-4.73,-4.87,-3.25,-7.96,-5.36,-9.69,-7.4,-9.67,-7.7,-8.67,-5.96,846.44,326.48,107.19,84.32,62.36,54.3,20.85,349.87,103.92,118.1,76.03,62.17,879.45,23.59,104.72,85.3,65.14,60.55,889.85,352.79,112.03,90.98,60.21,47.31,856.6,317.37,103.09,85.86,19.75,73.48,868.08,336.63,106.19,92.91,65.93,59.56,94.9,78.68,96.35,81.41,96.01,77.57,95.71,77.57,21.15,92.97,93.53,84.29,95.03,80.51,96.46,82.26,95.54,2293.7,,77.28
41.5,16.76,13.42,0.86,12.84,0.14,13.17,0.27,13.02,-0.75,-6.45,-4.74,-4.86,-3.24,-8,-5.4,-9.75,-7.46,-9.8,-7.83,-8.75,-6.04,850.08,334.32,108.21,84.61,63.09,54.42,20.86,356.24,105.14,115.6,76.08,62.24,881.33,23.69,106.27,85.63,66.03,60.79,891.53,360.93,112.11,94.17,60.99,48.31,862.18,325.32,104.36,86.38,19.76,73.94,871.28,344.2,107.22,93.28,66.55,59.94,95.26,79.71,96.02,81.77,96.03,78.1,95.9,78.31,21.15,93.81,93.85,84.99,95.21,81.06,96.59,82.86,95.64,2293.7,,78.78
42.34,16.8,13.4,0.84,12.83,0.13,13.17,0.27,12.98,-0.79,-6.46,-4.75,-4.86,-3.24,-8.04,-5.44,-9.78,-7.49,-9.9,-7.93,-8.8,-6.09,852.79,341.14,109.58,85.05,63.92,54.79,20.88,363.44,106.01,109.27,76.32,62.36,886.55,23.82,107.45,86.02,66.76,60.54,892.08,369.99,111,98.54,61.91,46.72,861.71,332.14,105.66,86.85,19.8,73.83,873.28,351.68,107.94,93.15,67.23,59.65,95.59,80.37,96.03,82.13,96.09,78.76,95.92,78.98,21.18,94.82,96.9,85.25,95.39,81.82,96.85,83.35,95.78,2293.71,,78.86
43.17,16.87,13.42,0.86,12.83,0.13,13.17,0.27,12.97,-0.8,-6.45,-4.74,-4.87,-3.25,-8.13,-5.53,-9.8,-7.51,-9.92,-7.95,-8.87,-6.16,856.97,348.73,110.43,85.5,64.63,55.2,20.87,369.71,107.02,107.78,76.64,62.45,888,23.87,108.59,86.39,67.59,60.94,899.95,378.62,113.44,102.07,62.68,46.45,866.24,339.72,106.65,87.37,19.79,75.04,877.79,359.2,109.23,93.82,67.89,60.02,97.37,81.1,96.05,82.62,96.14,79.29,96,79.75,21.2,95.49,99.38,85.9,95.6,82.36,97.43,83.98,95.93,2293.72,,79.09
44.01,16.98,13.41,0.85,12.82,0.12,13.17,0.27,12.96,-0.81,-6.45,-4.74,-4.87,-3.25,-8.17,-5.57,-9.87,-7.58,-10.12,-8.15,-8.97,-6.26,861.01,355.47,111.23,85.9,65.41,55.31,20.95,376.9,107.69,105.01,76.95,62.58,893.44,24.07,109.27,86.84,68.24,60.44,901.52,387.53,114.31,103.83,63.57,48.69,872.97,346.01,107.7,87.66,19.82,74.05,882.23,366.48,110.04,93.85,68.54,60.21,98.93,81.62,96.13,83.01,96.21,79.94,95.96,80.41,21.23,96.46,101.32,86.28,95.75,83.12,98.02,84.46,96.07,2293.72,,79.72
44.84,16.35,13.37,0.81,12.8,0.1,13.16,0.26,12.95,-0.82,-6.45,-4.74,-4.87,-3.25,-8.25,-5.65,-9.93,-7.64,-10.16,-8.19,-9.02,-6.31,865.91,362.68,112.32,86.61,66.06,55.72,21.03,383.45,108.41,103.18,77.34,62.63,898.54,24.45,110.22,87.23,69.01,60.54,905.85,395.22,116.32,104.79,64.3,48.74,874.79,353.17,108.24,88.24,19.82,75.45,886.28,373.63,111.1,94.01,69.18,60.62,101.28,82.11,96.31,83.43,96.24,80.39,95.95,81.14,21.25,97.04,102.97,86.83,95.42,83.46,98.74,85.04,96.14,2293.71,,80.45
45.68,16.81,13.12,0.56,12.44,-0.26,12.86,-0.04,12.69,-1.08,-6.43,-4.72,-4.87,-3.25,-8.26,-5.66,-9.9,-7.61,-10.25,-8.28,-9.11,-6.4,869.64,369.05,112.87,86.8,66.8,56.08,21.03,390.75,109.05,100.8,77.73,62.75,897.01,24.52,110.48,87.71,69.62,60.23,905.67,404.07,117.47,106.44,65.15,50.04,880.63,359.23,109.02,88.58,19.84,75.79,888.24,380.77,111.78,94.07,69.82,60.98,102.61,82.49,96.56,83.67,96.35,81,95.96,81.85,21.28,97.91,104.13,87.14,96.17,84.08,99.27,85.49,96.23,2293.72,,80.64
46.52,16.84,13.15,0.59,12.48,-0.22,12.9,0,12.71,-1.06,-6.45,-4.74,-4.87,-3.25,-8.26,-5.66,-9.92,-7.63,-10.17,-8.2,-9.12,-6.41,873.15,376.24,113.71,87.26,67.46,56.06,21.09,396.92,109.28,99.61,78.31,62.92,904.15,24.64,110.96,88.16,70.31,60.16,912.5,411.72,117.22,108.01,65.86,50.15,886.32,366.02,109.57,89.25,19.83,77.54,894.03,387.73,112.15,94.46,70.49,61.37,103.65,82.9,97.14,84.21,96.53,81.45,95.99,82.61,21.29,98.48,105.24,87.6,97.9,84.58,100.11,86.08,96.2,2293.7,,81.39
47.35,16.86,13.15,0.59,12.48,-0.22,12.9,0,12.72,-1.05,-6.45,-4.74,-4.87,-3.25,-8.33,-5.73,-10.02,-7.73,-10.31,-8.34,-9.22,-6.51,874.7,382.63,114.54,87.63,68.16,56.89,21.12,404.11,109.55,99,78.86,62.99,904.99,24.78,111.21,88.45,70.87,60.31,915.42,420.53,115.94,107.08,66.68,49.8,886.54,372.19,109.78,89.49,19.84,77.92,895.41,394.87,112.21,94.33,71.14,61.58,104.66,83.3,98.01,84.69,96.89,81.95,96.13,83.19,21.31,99.02,106.13,87.95,99.99,85.13,100.85,86.34,96.25,2293.71,,81.75
48.19,16.9,13.15,0.59,12.48,-0.22,12.9,0,12.72,-1.05,-6.46,-4.75,-4.87,-3.25,-8.36,-5.76,-10.09,-7.8,-10.54,-8.57,-9.32,-6.61,876.78,390.34,115.55,88.01,68.73,57.16,21.12,410.31,109.74,98.51,79.54,63.24,905.56,24.84,111.26,88.8,71.45,60.24,916,428.59,116.38,103.92,67.34,50.1,890.84,379.44,110.26,89.87,19.83,78.07,897.3,402.17,112.64,93.82,71.76,61.76,105.41,83.57,99.31,85.39,97.35,82.35,96.51,83.86,21.32,99.64,107.08,88.5,103.32,85.42,101.86,86.71,96.31,2293.72,,82.27
49.02,16.93,13.16,0.6,12.5,-0.2,12.9,0,12.72,-1.05,-6.51,-4.8,-4.86,-3.24,-8.41,-5.81,-10.25,-7.96,-10.65,-8.68,-9.37,-6.66,880.25,397.77,114.91,88.2,69.34,57.4,21.12,417.47,109.85,97.97,80.09,63.57,906.88,24.98,111.38,89.05,71.91,60.76,917.6,439.63,117.69,100.06,68.11,51.37,899.89,386.05,110.57,90.05,19.88,78.24,901.16,410.23,112.88,93.07,72.36,62.27,106.21,83.88,100.85,86.12,98,82.75,97.71,84.44,21.36,100.3,107.75,89.11,106.56,85.75,102.48,87.11,96.5,2293.71,,82.67
49.86,16.95,13.17,0.61,12.5,-0.2,12.9,0,12.71,-1.06,-6.56,-4.85,-4.87,-3.25,-8.48,-5.88,-10.39,-8.1,-10.77,-8.8,-9.46,-6.75,882.29,406.26,112.82,88.48,69.83,57.77,21.17,424.52,109.9,97.77,80.63,63.77,909.99,25.06,111.51,89.35,72.41,60.88,920.83,449.13,116.86,96.94,68.71,51.93,898.63,393.85,110.85,90.3,19.91,77.82,902.94,418.44,112.39,92.57,72.89,62.43,106.82,84.22,104.49,86.93,98.28,83.04,98.99,85.11,21.4,100.75,108.43,89.67,108.17,86.04,105.34,87.46,96.78,2293.73,,83.31
50.69,16.98,13.15,0.59,12.5,-0.2,12.9,0,12.71,-1.06,-6.64,-4.93,-4.87,-3.25,-8.55,-5.95,-10.53,-8.24,-10.96,-8.99,-9.55,-6.84,885.95,412.91,111.91,88.73,70.38,57.86,21.15,431.45,110.25,97.81,81.02,63.99,906.76,25.24,111.65,89.65,72.79,61.07,924.84,459.68,116.94,95.32,69.34,53.01,900.4,400.47,111.09,90.62,19.89,78.54,904.49,426.13,112.37,92.43,73.38,62.89,107.59,84.67,110.14,87.61,99.05,83.5,99.92,85.75,21.43,101.41,108.96,90.17,109.3,86.37,110.6,87.69,97.19,2293.71,,83.68
51.53,17,13.14,0.58,12.5,-0.2,12.9,0,12.72,-1.05,-6.7,-4.99,-4.87,-3.25,-8.61,-6.01,-10.68,-8.39,-11.06,-9.09,-9.62,-6.91,888.63,420.14,111.62,88.98,70.8,57.93,21.15,436.52,110.27,97.85,81.38,64.25,913.69,25.38,111.6,89.96,73.22,61.15,923.53,468.48,114.99,94.41,69.84,53.64,899.94,407.9,110.98,90.89,19.91,79.01,906.45,433.26,111.89,92.42,73.81,63.19,108.14,85.29,117.8,88.31,99.93,83.66,100.91,86.47,21.46,98.02,109.58,90.94,109.98,86.51,116.28,87.98,97.97,2293.72,,84.14
52.37,17.03,13.14,0.58,12.5,-0.2,12.9,0,12.71,-1.06,-6.76,-5.05,-4.87,-3.25,-8.68,-6.08,-10.84,-8.55,-11.26,-9.29,-9.72,-7.01,890.87,426.49,111.6,89.2,71.27,58.32,21.22,441.58,110.44,97.83,81.61,64.78,908.28,25.53,111.8,90.1,73.56,61.49,927.11,476.8,114.25,94.05,70.39,53.62,898.56,414.43,111.14,91.07,19.95,78.62,906.21,439.83,111.85,92.45,74.21,63.37,108.8,85.99,121.72,88.85,102.53,83.87,101.85,87.08,21.46,101.37,110.07,91.82,110.55,86.7,119.96,88.26,100.86,2293.69,,84.29
53.21,16.35,13.17,0.61,12.5,-0.2,12.9,0,12.71,-1.06,-6.84,-5.13,-4.87,-3.25,-8.76,-6.16,-11,-8.71,-11.42,-9.45,-9.8,-7.09,894.28,433.63,111.59,89.39,71.66,59.09,21.21,447.22,110.88,97.92,81.85,65.04,913.53,25.62,111.78,90.26,73.93,61.93,926.36,481.67,113.83,93.72,70.83,54.85,902.89,421.83,111.32,91.42,19.92,78.94,909.26,446.09,111.88,92.54,74.57,63.97,109.38,86.44,124.12,89.44,106.44,84.13,103.37,87.77,21.5,102.2,110.66,92.5,111.04,86.82,122.64,88.74,103.53,2293.71,,84.53
54.04,16.81,12.92,0.36,12.21,-0.49,12.72,-0.18,12.5,-1.27,-6.98,-5.27,-5.05,-3.43,-8.81,-6.21,-11.05,-8.76,-11.46,-9.49,-9.87,-7.16,897.65,440,112.05,89.56,72.08,59.52,21.31,452.37,111.07,98.1,82.01,65.18,919.7,25.78,112.17,90.45,74.2,62.29,931.3,485.57,113.97,93.74,71.32,55.22,907.97,428,111.76,91.68,19.95,79.49,914.16,451.49,112.2,92.71,74.9,64.34,109.99,86.94,125.75,89.97,112.19,84.42,105.51,88.44,21.51,102.82,111.14,92.99,111.55,87.12,124.56,89.55,108.22,2293.72,,84.91
54.88,16.77,12.93,0.37,12.22,-0.48,12.73,-0.17,12.51,-1.26,-7.03,-5.32,-5.05,-3.43,-8.87,-6.27,-11.17,-8.88,-11.52,-9.55,-9.96,-7.25,899.62,448.14,112.24,89.65,72.38,59.81,21.41,456.61,111.35,98.19,82.16,65.25,922.66,25.91,112.73,90.59,74.5,62.46,934.1,487.94,114.24,93.66,71.71,55.59,909.64,434.74,111.94,91.92,19.95,79.31,916.5,456.86,112.5,92.8,75.19,64.48,110.47,87.44,127.87,90.61,116.34,84.54,110.24,89.15,21.52,103.33,111.71,93.65,112.09,87.26,126.96,90.12,112.82,2293.72,,85.23
55.72,16.74,12.91,0.35,12.22,-0.48,12.73,-0.17,12.51,-1.26,-7.09,-5.38,-5.05,-3.43,-8.96,-6.36,-11.3,-9.01,-11.73,-9.76,-10.07,-7.36,903.31,456.57,112.8,89.9,72.73,60.07,21.38,461.04,111.85,98.37,82.26,65.4,921.07,26.04,113.23,90.73,74.73,62.66,936.48,490.46,114.84,93.71,72.13,56.38,909.92,440.47,112.08,92.29,19.94,79.36,917.7,462.14,112.96,93,75.46,64.77,111.09,88.01,129.98,91.13,119.78,84.73,116.3,89.78,21.54,103.82,112.22,94.23,112.69,87.49,129.5,90.57,116.63,2293.71,,85.65
56.55,16.72,12.92,0.36,12.22,-0.48,12.73,-0.17,12.51,-1.26,-7.14,-5.43,-5.06,-3.44,-9.1,-6.5,-11.45,-9.16,-11.82,-9.85,-10.18,-7.47,906.49,466.48,113.18,90.02,73,60.34,21.4,465.43,112.14,98.45,82.36,65.6,926.38,26.13,113.65,90.8,74.95,62.42,940.47,493.09,115.98,93.8,72.5,55.94,915.12,446.85,112.31,92.64,19.97,78.91,922.12,467.96,113.45,93.14,75.7,64.64,111.63,88.5,132.85,91.72,121.93,84.84,123.2,90.5,21.68,104.21,112.86,94.89,113.33,87.7,132.5,91.03,118.4,2293.71,,86.31
57.39,16.73,13.08,0.52,12.22,-0.48,12.74,-0.16,12.51,-1.26,-7.26,-5.55,-5.17,-3.55,-9.24,-6.64,-11.63,-9.34,-11.99,-10.02,-10.32,-7.61,909.97,474.59,113.79,90.25,73.32,60.54,21.42,470,112.79,98.66,82.41,65.74,932.02,26.23,114.07,91.02,75.12,62.73,943.27,495.9,116.67,93.99,72.9,56.21,918.79,452.21,112.81,92.77,19.99,79.52,926.02,473.17,114.03,93.34,75.94,64.95,112.31,89.07,135.74,92.28,124.13,85.15,127.02,91.16,21.7,104.76,113.49,95.46,114.13,87.89,135.33,91.4,119.83,2293.72,,86.96
58.23,16.78,13.08,0.52,12.22,-0.48,12.74,-0.16,12.51,-1.26,-7.4,-5.69,-5.33,-3.71,-9.43,-6.83,-11.78,-9.49,-12.26,-10.29,-10.49,-7.78,911.26,483.28,114.29,90.43,73.56,60.68,21.43,473.33,113.37,98.86,82.29,65.81,930.81,26.33,114.3,91.18,75.29,62.93,940.16,498.28,118.1,94.12,73.21,56.66,918.68,459.34,113.43,93.05,20,79.59,925.23,478.56,114.7,93.53,76.09,65.14,112.89,89.6,139.6,92.96,126.16,85.42,129.85,91.93,21.69,105.15,114.29,96.07,114.92,88.05,138.9,91.77,120.78,2293.7,,87.62
59.06,16.84,13.09,0.53,12.22,-0.48,12.74,-0.16,12.51,-1.26,-7.51,-5.8,-5.43,-3.81,-9.62,-7.02,-11.99,-9.7,-12.45,-10.48,-10.63,-7.92,912.84,490.63,115.15,90.53,73.8,60.65,21.44,476.98,113.96,99.13,82.28,65.83,937.08,26.44,115.41,91.34,75.43,63.22,943.98,501.41,118.44,94.29,73.54,56.66,922.52,465.33,113.7,93.23,19.99,79.56,929.11,483.59,115.33,93.7,76.26,65.18,113.68,90.18,143.28,93.58,128.69,86.11,131.91,92.59,21.72,105.86,115.11,96.6,115.94,88.22,142.08,92.13,122.19,2293.71,,88.14
59.9,16.91,13.08,0.52,12.22,-0.48,12.74,-0.16,12.51,-1.26,-7.68,-5.97,-5.58,-3.96,-9.81,-7.21,-12.15,-9.86,-12.55,-10.58,-10.81,-8.1,917.77,498.32,115.75,90.76,74,60.31,21.49,480.34,114.88,99.41,82.29,65.91,939.77,26.62,116.06,91.49,75.58,62.85,946.04,504.58,119.65,94.55,73.81,57.08,925.58,470.86,113.98,93.57,20.01,80.11,932.29,488.52,116.06,93.95,76.42,65.25,114.51,90.67,147.47,94.24,130.97,86.5,134.27,93.37,21.73,106.33,116.2,97.18,117,88.41,145.68,92.5,123.64,2293.71,,88.72
60.74,16.99,13.06,0.5,12.22,-0.48,12.74,-0.16,12.51,-1.26,-7.85,-6.14,-5.8,-4.18,-10.07,-7.47,-12.37,-10.08,-12.69,-10.72,-11.01,-8.3,918.74,504.89,116.86,90.9,74.2,60.39,21.49,484.2,115.26,99.73,82.3,65.9,939.65,26.77,116.07,91.67,75.62,63.3,950.22,507.94,120.8,94.87,74.12,57.91,925.95,474.89,114.77,93.76,20.01,78.97,933.64,492.98,116.75,94.19,76.56,65.29,115.61,91.27,151.42,94.86,133.81,87.15,136.56,94.04,21.78,107.02,117.35,97.69,118.35,88.69,148.84,92.8,125.69,2293.72,,89.28
61.58,17.09,13.07,0.51,12.22,-0.48,12.74,-0.16,12.51,-1.26,-8.05,-6.34,-6,-4.38,-10.32,-7.72,-12.6,-10.31,-12.99,-11.02,-11.2,-8.49,922.6,512.38,117.99,91.07,74.36,60,21.53,487.64,116.25,100.12,82.27,66.22,945.43,26.92,117.82,91.86,75.69,63.31,952.98,508.47,122.78,95.26,74.37,57.33,930.5,479.27,115.09,94.23,20.08,79.64,937.88,496.94,117.99,94.51,76.67,65.3,116.75,91.81,156.33,95.62,136.4,87.55,139.28,94.85,21.79,107.56,119,98.44,119.7,88.89,152.72,93.14,127.81,2293.7,,89.91
62.42,17.21,13.07,0.51,12.21,-0.49,12.74,-0.16,12.51,-1.26,-8.23,-6.52,-6.26,-4.64,-10.63,-8.03,-12.89,-10.6,-13.16,-11.19,-11.44,-8.73,926.07,518.82,119.5,91.29,74.49,60.76,21.49,491.7,117.75,100.9,82.25,66.3,948.87,27.07,119.08,92.11,75.79,63.92,955.91,509.77,124.77,95.71,74.63,57.54,932.7,482.81,115.8,94.44,20.05,80.05,940.89,500.78,119.38,94.89,76.79,65.71,118.4,92.47,161.34,96.36,139.8,88.49,141.92,95.57,21.83,108.75,120.79,99.13,121.55,89.27,156.09,93.49,130.9,2293.71,,90.47
63.25,17.33,13.05,0.49,12.19,-0.51,12.74,-0.16,12.51,-1.26,-8.48,-6.77,-6.51,-4.89,-10.99,-8.39,-13.21,-10.92,-13.39,-11.42,-11.74,-9.03,927.45,525.9,121.07,91.56,74.62,60.63,21.39,494.84,119.31,101.66,82.2,66.17,948.8,27.18,120.43,92.32,75.9,63.67,960.58,511.27,127.61,96.56,74.84,58.14,935.78,486.1,116.73,94.83,20.05,79.79,943.15,504.53,121.03,95.39,76.89,65.68,120.24,93.09,167.64,97.26,143.02,88.99,145.38,96.51,21.86,109.73,123.32,100.13,123.61,89.79,159.96,93.86,133.82,2293.71,,91.13
