TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in bar,Load in kN,Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial
,,,0,0,0,0,0,0
,,,,0.08,0.02,0.017777778,0.016,0.014545455
,,,,0.16,0.04,0.035555556,0.032,0.029090909
,,,,0.24,0.06,0.053333333,0.048,0.043636364
,,,,0.32,0.08,0.071111111,0.064,0.058181818
,,,,0.4,0.1,0.088888889,0.08,0.072727273
,,,,0.48,0.12,0.106666667,0.096,0.087272727
,,,,0.56,0.14,0.124444444,0.112,0.101818182
,,,,0.64,0.16,0.142222222,0.128,0.116363636
,,,,0.72,0.18,0.16,0.144,0.130909091
,,,,0.8,0.2,0.177777778,0.16,0.145454545
,,,,0.88,0.22,0.195555556,0.176,0.16
,,,,0.96,0.24,0.213333333,0.192,0.174545455
,,,,1.04,0.26,0.231111111,0.208,0.189090909
,,,,1.12,0.28,0.248888889,0.224,0.203636364
,,,,1.2,0.3,0.266666667,0.24,0.218181818
,,,,1.28,0.32,0.284444444,0.256,0.232727273
,,,,1.36,0.34,0.302222222,0.272,0.247272727
,,,,1.44,0.36,0.32,0.288,0.261818182
,,,,1.52,0.38,0.337777778,0.304,0.276363636
,,,,1.6,0.4,0.355555556,0.32,0.290909091
,,,,1.68,0.42,0.373333333,0.336,0.305454545
,,,,1.76,0.44,0.391111111,0.352,0.32
,,,,1.84,0.46,0.408888889,0.368,0.334545455
,,,,1.92,0.48,0.426666667,0.384,0.349090909
,,,,2,0.5,0.444444444,0.4,0.363636364
,,,,2.08,0.52,0.462222222,0.416,0.378181818
,,,,2.16,0.54,0.48,0.432,0.392727273
,,,,2.24,0.56,0.497777778,0.448,0.407272727
,,,,2.32,0.58,0.515555556,0.464,0.421818182
,,,,2.4,0.6,0.533333333,0.48,0.436363636
,,,,2.48,0.62,0.551111111,0.496,0.450909091
,,,,2.56,0.64,0.568888889,0.512,0.465454545
,,,,2.64,0.66,0.586666667,0.528,0.48
,,,,2.72,0.68,0.604444444,0.544,0.494545455
,,,,2.8,0.7,0.622222222,0.56,0.509090909
,,,,2.88,0.72,0.64,0.576,0.523636364
,,,,2.96,0.74,0.657777778,0.592,0.538181818
,,,,3.04,0.76,0.675555556,0.608,0.552727273
,,,,3.12,0.78,0.693333333,0.624,0.567272727
,,,,3.2,0.8,0.711111111,0.64,0.581818182
,,,,3.28,0.82,0.728888889,0.656,0.596363636
,,,,3.36,0.84,0.746666667,0.672,0.610909091
,,,,3.44,0.86,0.764444444,0.688,0.625454545
,,,,3.52,0.88,0.782222222,0.704,0.64
,,,,3.6,0.9,0.8,0.72,0.654545455
,,,,3.68,0.92,0.817777778,0.736,0.669090909
,,,,3.76,0.94,0.835555556,0.752,0.683636364
,,,,3.84,0.96,0.853333333,0.768,0.698181818
,,,,3.92,0.98,0.871111111,0.784,0.712727273
,,,,4,1,0.888888889,0.8,0.727272727
,,,,4.08,1.02,0.906666667,0.816,0.741818182
,,,,4.16,1.04,0.924444444,0.832,0.756363636
,,,,4.24,1.06,0.942222222,0.848,0.770909091
,,,,4.32,1.08,0.96,0.864,0.785454545
,,,,4.4,1.1,0.977777778,0.88,0.8
,,,,4.48,1.12,0.995555556,0.896,0.814545455
,,,,4.56,1.14,1.013333333,0.912,0.829090909
,,,,4.64,1.16,1.031111111,0.928,0.843636364
,,,,4.72,1.18,1.048888889,0.944,0.858181818
,,,,4.8,1.2,1.066666667,0.96,0.872727273
,,,,4.88,1.22,1.084444444,0.976,0.887272727
,,,,4.96,1.24,1.102222222,0.992,0.901818182
,,,,5.04,1.26,1.12,1.008,0.916363636
,,,,5.12,1.28,1.137777778,1.024,0.930909091
,,,,5.2,1.3,1.155555556,1.04,0.945454545
,,,,5.28,1.32,1.173333333,1.056,0.96
,,,,5.36,1.34,1.191111111,1.072,0.974545455
,,,,5.44,1.36,1.208888889,1.088,0.989090909
,,,,5.52,1.38,1.226666667,1.104,1.003636364
,,,,5.6,1.4,1.244444444,1.12,1.018181818
,,,,5.68,1.42,1.262222222,1.136,1.032727273
40:56.0,206,-5.231632,-20.231632,6.500423362,1.546733,1.599272,1.728981,1.794667
40:57.0,207,-5.025483,-20.025483,6.434187688,1.581215,1.635395,1.748684,1.812729
40:58.1,208,-5.963526,-20.963526,6.735580904,1.643609,1.687938,1.809437,1.852136
40:59.1,209,-6.588814,-21.588814,6.936485938,1.684659,1.727345,1.873473,1.888259
41:00.1,210,-6.654809,-21.654809,6.957690132,1.73556,1.786456,1.901386,1.919456
41:01.1,211,-7.650458,-22.650458,7.277592155,1.84393,1.886616,2.02125,2.207622
41:02.1,212,-7.576077,-22.576077,7.25369354,1.891547,1.922739,2.039311,2.229788
41:03.1,213,-9.306049,-24.306049,7.809533544,1.999917,2.031109,2.144397,2.400553
41:04.1,214,-9.220411,-24.220411,7.782018054,2.001559,2.022899,2.142755,2.400553
41:05.1,215,-9.556121,-24.556121,7.889881677,2.083657,2.127164,2.219106,2.512207
41:06.1,216,-11.06008,-26.06008,8.373103704,2.139484,2.16575,2.24784,2.551614
41:07.1,217,-11.117907,-26.117907,8.391683519,2.142768,2.178886,2.249482,2.55654
41:08.1,218,-12.844127,-27.844127,8.946318005,2.25278,2.283972,2.325012,2.655879
41:09.1,219,-12.782768,-27.782768,8.926603358,2.279052,2.321737,2.341432,2.682971
41:10.1,220,-14.400617,-29.400617,9.446418242,2.325027,2.365249,2.366061,2.715811
41:11.1,221,-15.201816,-30.201816,9.703843481,2.37757,2.428465,2.405468,2.743724
41:12.1,222,-18.051701,-33.051701,10.61951153,2.47773,2.541761,2.466221,2.94897
41:13.1,223,-16.976151,-31.976151,10.27393732,2.517138,2.576242,2.480998,2.971137
41:14.1,224,-19.191919,-34.191919,10.98586357,2.586921,2.641921,2.528615,3.052414
41:15.1,225,-19.024397,-34.024397,10.93203876,2.580353,2.646847,2.530257,3.050772
41:16.1,226,-21.1894,-36.1894,11.62765422,2.655884,2.737976,2.587726,3.100031
41:17.1,227,-21.724857,-36.724857,11.79969655,2.756866,2.843883,2.66654,3.159142
41:18.1,228,-24.743368,-39.743368,12.76954414,2.825828,2.911203,2.692811,3.187056
41:19.1,229,-24.527067,-39.527067,12.70004663,2.825828,2.909561,2.696095,3.19034
41:20.1,230,-25.695978,-40.695978,13.07561773,2.832396,2.929265,2.709231,3.200191
41:21.1,231,-29.219709,-44.219709,14.2077925,2.939124,3.049129,2.797897,3.267512
41:22.1,232,-29.81167,-44.81167,14.39798957,2.971964,3.080326,2.815958,3.285574
41:23.1,233,-30.484854,-45.484854,14.61428359,2.998235,3.109881,2.845514,3.305278
41:24.2,234,-31.713139,-46.713139,15.00893156,3.06063,3.172276,2.886563,3.339759
41:25.2,235,-33.796257,-48.796257,15.67823737,3.106606,3.234671,2.927612,3.372598
41:26.2,236,-36.767757,-51.767757,16.63298032,3.175569,3.290498,2.991648,3.412005
41:27.2,237,-39.118382,-54.118382,17.38823614,3.231396,3.343041,3.058969,3.456339
41:28.2,238,-40.862259,-55.862259,17.94854382,3.288865,3.40872,3.119721,3.638597
41:29.2,239,-42.06472,-57.06472,18.33489454,3.354544,3.477682,3.190325,3.705918
41:30.2,240,-43.253498,-58.253498,18.71684891,3.416939,3.526942,3.234658,3.756819
41:31.2,241,-44.583309,-59.583309,19.14411718,3.449778,3.551571,3.269961,3.814288
41:32.2,242,-45.27018,-60.27018,19.36480883,3.497395,3.60904,3.315114,3.91609
41:33.2,243,-45.348972,-60.348972,19.3901247,3.510531,3.613145,3.321682,3.921837
41:34.2,244,-46.893986,-61.893986,19.8865377,3.589346,3.661583,3.390645,3.976843
41:35.2,245,-47.026196,-62.026196,19.92901677,3.632037,3.7092,3.43662,4.011325
41:36.2,246,-48.396843,-63.396843,20.36940566,3.681296,3.760101,3.494088,4.04088
41:37.3,247,-48.188267,-63.188267,20.30239019,3.776531,3.828243,3.581112,4.121337
41:38.3,248,-49.996811,-64.996811,20.88347537,3.794593,3.852051,3.59589,4.132831
41:39.3,249,-50.726719,-65.726719,21.11799481,3.917741,3.953854,3.737099,4.28225
41:40.3,250,-52.527321,-67.527321,21.69652824,3.97521,3.989977,3.761728,4.303596
41:41.3,251,-53.570206,-68.570206,22.03160719,4.054025,4.049088,3.817555,4.352855
41:42.3,252,-53.282612,-68.282612,21.93920324,4.060593,4.05894,3.822481,4.356139
41:43.3,253,-54.619709,-69.619709,22.3688125,4.145976,4.113125,3.87995,4.408682
41:44.3,254,-54.347343,-69.347343,22.28130131,4.208371,4.185371,3.93906,4.487497
41:45.3,255,-56.309071,-71.309071,22.91160451,4.274049,4.269112,3.976825,4.556459
41:46.3,256,-55.900967,-70.900967,22.7804807,4.33316,4.316729,4.017875,4.650052
41:47.3,257,-57.041405,-72.041405,23.14690343,4.379136,4.336433,4.042504,4.677966
41:48.3,258,-57.618797,-72.618797,23.33241948,4.421827,4.36763,4.070417,4.727225
41:49.3,259,-57.677509,-72.677509,23.35128364,4.502284,4.431667,4.150874,4.78962
41:50.3,260,-59.515411,-74.515411,23.94180155,4.571247,4.466149,4.277305,4.827385
41:51.3,261,-58.937134,-73.937134,23.75600115,4.630358,4.538395,4.30686,4.873361
41:52.3,262,-60.699993,-75.699993,24.32240775,4.666482,4.559741,4.333132,4.904558
41:53.3,263,-61.238541,-76.238541,24.49544322,4.704247,4.584371,4.359403,4.929188
41:54.3,264,-60.862,-75.862,24.3744606,4.730519,4.623778,4.388958,4.952175
41:55.3,265,-61.803574,-76.803574,24.67698833,4.791272,4.696025,4.438218,4.993225
41:56.3,266,-62.8661,-77.8661,25.01837793,4.868445,4.747747,4.471057,5.02278
41:57.3,267,-64.451942,-79.451942,25.52790896,5.162359,4.832308,4.569575,5.095027
41:58.3,268,-64.096153,-79.096153,25.41359396,5.292076,4.927543,4.650031,5.211607
41:59.3,269,-65.985481,-80.985481,26.02063505,5.361039,4.968592,4.67466,5.237879
42:00.3,270,-66.783371,-81.783371,26.2769971,5.448063,5.01621,4.730487,5.333113
42:01.3,271,-66.645424,-81.645424,26.23267473,5.535089,5.05808,4.756759,5.364311
42:02.3,272,-68.499435,-83.499435,26.82836847,5.681224,5.144283,4.815869,5.416854
42:03.3,273,-68.271217,-83.271217,26.75504202,5.822435,5.24116,4.896326,5.490743
42:04.3,274,-69.871185,-84.871185,27.26911174,5.856916,5.254295,4.901252,5.490743
42:05.3,275,-70.410393,-85.410393,27.44235927,5.925879,5.301913,4.942301,5.526866
42:06.3,276,-70.91716,-85.91716,27.60518351,5.982528,5.333931,4.962004,5.543286
42:07.3,277,-72.014999,-87.014999,27.95791918,6.045744,5.389759,4.998127,5.5712
42:08.3,278,-72.121384,-87.121384,27.99210068,6.090078,5.406999,5.014547,5.582694
42:09.3,279,-73.371742,-88.371742,28.3938407,6.218152,5.502234,5.086794,5.648373
42:10.3,280,-72.925453,-87.925453,28.25044805,6.287116,5.553135,5.114707,5.677928
42:11.4,281,-74.072739,-89.072739,28.61907104,6.344585,5.589258,5.134411,5.697632
42:12.4,282,-73.889763,-88.889763,28.56028085,6.479227,5.694345,5.213225,5.778089
42:13.4,283,-76.028938,-91.028938,29.24759778,6.518635,5.739499,5.239497,5.801076
42:14.4,284,-77.76178,-92.76178,29.80435991,6.562968,5.809283,5.280546,5.830632
42:15.4,285,-77.76178,-92.76178,29.80435991,6.600734,5.858542,5.314206,5.864293
42:16.4,286,-77.741478,-92.741478,29.79783688,6.627006,5.888098,5.34294,5.886459
42:17.4,287,-78.585274,-93.585274,30.06894854,6.659024,5.952135,5.377422,5.917657
42:18.4,288,-81.712601,-96.712601,31.0737587,6.786278,6.145888,5.497285,6.044089
42:19.4,289,-81.712601,-96.712601,31.0737587,6.805982,6.209925,5.515347,6.058867
42:20.4,290,-82.499229,-97.499229,31.32650228,6.847032,6.259184,5.561322,6.101558
42:21.4,291,-82.22245,-97.22245,31.23757319,6.871661,6.300234,5.587594,6.132756
42:22.4,292,-83.154533,-98.154533,31.53705145,6.884797,6.337999,5.613865,6.155743
42:23.4,293,-83.785561,-98.785561,31.73980075,6.915995,6.367555,5.646704,6.188583
42:24.4,294,-84.374878,-99.374878,31.9291483,6.948834,6.408604,5.672976,6.214855
42:25.4,295,-85.276505,-100.276505,32.21884106,6.968538,6.444727,5.714025,6.255904
42:26.4,296,-85.508911,-100.508911,32.2935131,7.029292,6.507123,5.778062,6.321583
42:27.4,297,-86.632141,-101.632141,32.6544069,7.067057,6.576086,5.840456,6.397114
42:28.4,298,-87.398247,-102.398247,32.90055676,7.085119,6.594148,5.874938,6.421744
42:29.4,299,-89.831635,-104.831635,33.68240433,7.173786,6.709086,5.981666,6.541608
42:30.4,300,-89.326859,-104.326859,33.5202198,7.181996,6.746851,6.003011,6.571164
42:31.4,301,-91.087074,-106.087074,34.08577688,7.237823,6.792827,6.067048,6.631917
42:32.4,302,-91.38327,-106.38327,34.18094465,7.264916,6.837981,6.114665,6.672966
42:33.4,303,-91.300064,-106.300064,34.15421056,7.285441,6.868358,6.149147,6.7173
42:34.4,304,-92.232368,-107.232368,34.45375984,7.295293,6.889704,6.173776,6.755065
42:35.5,305,-93.271942,-108.271942,34.78777496,7.323207,6.921722,6.211541,6.891349
42:36.5,306,-93.25119,-108.25119,34.78110735,7.341269,6.942247,6.237813,6.920905
42:37.5,307,-95.123085,-110.123085,35.38254721,7.38396,7.003,6.291998,6.984942
42:38.5,308,-95.233444,-110.233444,35.41800556,7.40038,7.034198,6.341257,7.039128
42:39.5,309,-95.478218,-110.478218,35.49665144,7.421726,7.073605,6.375738,7.076893
42:40.5,310,-97.228714,-112.228714,36.05908581,7.482479,7.142568,6.451269,7.15735
42:41.5,311,-96.883957,-111.883957,35.94831538,7.502183,7.16063,6.474257,7.186906
42:42.5,312,-98.278664,-113.278664,36.39643474,7.535023,7.208247,6.533367,7.241091
42:43.5,313,-99.756798,-114.756798,36.8713592,7.577714,7.270643,6.592478,7.303486
42:44.5,314,-99.64489,-114.64489,36.83540316,7.592492,7.303482,6.61875,7.3314
42:45.5,315,-100.292915,-115.292915,37.04361359,7.618764,7.319902,6.649947,7.360956
42:46.5,316,-100.292915,-115.292915,37.04361359,7.6319,7.339606,6.679502,7.390512
42:47.5,317,-101.940559,-116.940559,37.57300161,7.658172,7.380655,6.720552,7.429919
42:48.5,318,-101.28614,-116.28614,37.36273678,7.672949,7.406927,6.758317,7.459475
42:49.5,319,-102.829163,-117.829163,37.85851007,7.702505,7.447976,6.79444,7.492314
42:50.5,320,-102.784576,-117.784576,37.84418427,7.722209,7.480816,6.823996,7.516944
42:51.5,321,-103.328644,-118.328644,38.01899332,7.733703,7.498878,6.848626,7.536648
42:52.5,322,-103.834526,-118.834526,38.1815332,7.753407,7.541569,6.888033,7.564561
42:53.5,323,-103.834526,-118.834526,38.1815332,7.764901,7.564557,6.906095,7.587549
42:54.5,324,-104.168243,-119.168243,38.28875648,7.779678,7.586724,6.92744,7.626956
42:55.5,325,-104.168243,-119.168243,38.28875648,7.786246,7.595755,6.938934,7.699204
42:56.5,326,-104.449661,-119.449661,38.37917608,7.80595,7.615458,6.963563,7.771451
42:57.5,327,-105.208481,-120.208481,38.62298495,7.814981,7.622026,6.979983,7.801007
42:58.5,328,-105.888504,-120.888504,38.84147634,7.845358,7.661434,7.014464,7.823994
42:59.5,329,-106.101501,-121.101501,38.90991227,7.86342,7.690989,7.040736,7.846982
43:00.5,330,-106.255775,-121.255775,38.95948051,7.884766,7.710693,7.058798,7.866686
43:01.5,331,-107.075958,-122.075958,39.22300531,7.896259,7.746817,7.081785,7.889674
43:02.6,332,-107.040642,-122.040642,39.21165827,7.901186,7.745175,7.098205,7.896242
43:03.6,333,-107.120102,-122.120102,39.23718877,7.907753,7.764058,7.117908,7.911019
43:04.6,334,-107.745834,-122.745834,39.43823646,7.920889,7.784582,7.142538,7.930723
43:05.6,335,-107.795494,-122.795494,39.45419222,7.937309,7.79115,7.162242,7.947143
43:06.6,336,-108.304466,-123.304466,39.61772493,7.96276,7.814959,7.178661,7.966847
43:07.6,337,-108.893112,-123.893112,39.80685689,7.975075,7.838768,7.208217,7.993118
43:08.6,338,-109.084473,-124.084473,39.86834117,7.983285,7.84123,7.222995,8.004612
43:09.6,339,-109.18512,-124.18512,39.90067906,7.989853,7.869965,7.236131,8.021032
43:10.6,340,-109.470062,-124.470062,39.99223092,8.001347,7.876533,7.250908,8.034168
43:11.6,341,-110.119415,-125.119415,40.20086804,8.02105,7.899521,7.28539,8.057156
43:12.6,342,-110.293335,-125.293335,40.25674854,8.037471,7.915941,7.313303,8.075217
43:13.6,343,-110.820625,-125.820625,40.42616681,8.04568,7.937286,7.339575,8.088353
43:14.6,344,-110.875366,-125.875366,40.4437551,8.056354,7.953706,7.365846,8.104774
43:15.6,345,-111.227188,-126.227188,40.5567955,8.0621,7.961916,7.378982,8.112983
43:16.6,346,-111.334892,-126.334892,40.5914008,8.067026,7.966842,7.400328,8.129403
43:17.6,347,-111.334892,-126.334892,40.5914008,8.076878,7.975052,7.424957,8.145823
43:18.6,348,-111.689148,-126.689148,40.70522325,8.075236,7.976694,7.433167,8.149107
43:19.6,349,-111.81076,-126.81076,40.74429719,8.076878,7.996397,7.447945,8.158958
43:20.6,350,-111.684952,-126.684952,40.70387508,8.08673,7.994756,7.456155,8.165526
43:21.6,351,-112.050674,-127.050674,40.82138156,8.116285,8.029238,7.482426,8.19344
43:22.6,352,-112.789635,-127.789635,41.05880973,8.122853,8.032521,7.505414,8.206576
43:23.6,353,-113.403664,-128.403664,41.25609724,8.142557,8.050583,7.533328,8.224638
43:24.7,354,-113.403664,-128.403664,41.25609724,8.162261,8.075212,7.564525,8.25091
43:25.7,355,-114.198021,-129.198021,41.51132415,8.168829,8.088348,7.584229,8.264046
43:26.7,356,-114.937645,-129.937645,41.74896534,8.195101,8.10641,7.613784,8.288675
43:27.7,357,-114.943825,-129.943825,41.75095097,8.188533,8.101484,7.62692,8.298528
43:28.7,358,-115.121941,-130.121941,41.80817964,8.200027,8.131041,7.644981,8.313305
43:29.7,359,-115.474205,-130.474205,41.92136207,8.211521,8.13925,7.666327,8.324799
43:30.7,360,-115.533134,-130.533134,41.94029595,8.224657,8.15567,7.684389,8.337934
43:31.7,361,-116.542473,-131.542473,42.26459657,8.236151,8.157311,7.700809,8.352713
43:32.7,362,-116.358391,-131.358391,42.20545103,8.252571,8.190151,7.730364,8.380627
43:33.7,363,-117.002441,-132.002441,42.41238429,8.270633,8.200004,7.748425,8.393763
43:34.7,365,-117.177467,-132.177467,42.46862015,8.28541,8.204929,7.769772,8.411824
43:35.7,366,-118.42363,-133.42363,42.86901232,8.305114,8.23859,7.800969,8.438096
43:36.7,367,-118.24176,-133.24176,42.81057749,8.313324,8.250905,7.820673,8.4578
43:37.7,368,-118.835045,-133.835045,43.00119996,8.336312,8.265682,7.838734,8.475862
43:38.7,369,-119.642204,-134.642204,43.26054015,8.3593,8.275535,7.869932,8.498849
43:39.7,370,-120.259544,-135.259544,43.45889149,8.370793,8.308374,7.892919,8.513627
43:40.7,371,-120.259544,-135.259544,43.45889149,8.388035,8.318226,7.910981,8.534973
43:41.7,372,-120.797653,-135.797653,43.63178591,8.392139,8.331362,7.932327,8.553035
43:42.7,373,-121.126076,-136.126076,43.73730822,8.40856,8.342855,7.948746,8.571096
43:43.7,374,-121.297134,-136.297134,43.79226915,8.413486,8.351066,7.96024,8.58259
43:44.7,375,-122.472443,-137.472443,44.16989594,8.433189,8.37077,7.998005,8.60722
43:45.8,376,-122.472443,-137.472443,44.16989594,8.449609,8.379801,8.017709,8.625282
43:46.8,377,-122.346642,-137.346642,44.12947607,8.464387,8.393757,8.032487,8.635134
43:47.8,378,-122.597816,-137.597816,44.21017828,8.472597,8.402788,8.042338,8.646627
43:48.8,379,-123.114288,-138.114288,44.37612073,8.485733,8.415103,8.062042,8.659763
43:49.8,380,-123.676453,-138.676453,44.55674435,8.493943,8.483245,8.088314,8.684394
43:50.8,381,-124.007523,-139.007523,44.66311714,8.513647,8.551388,8.111301,8.702456
43:51.8,382,-124.310791,-139.310791,44.76055715,8.521856,8.554671,8.137573,8.717233
43:52.8,383,-124.207275,-139.207275,44.72729746,8.526783,8.54482,8.145783,8.720517
43:53.8,384,-124.774292,-139.774292,44.90948002,8.543202,8.564524,8.172054,8.743505
43:54.8,385,-125.302689,-140.302689,45.07925398,8.557981,8.562881,8.188475,8.759925
43:55.8,386,-125.402229,-140.402229,45.11123618,8.561264,8.585869,8.204894,8.771419
43:56.8,387,-125.377068,-140.377068,45.10315195,8.5744,8.589153,8.213104,8.779629
43:57.8,388,-125.59845,-140.59845,45.17428199,8.576042,8.600647,8.219672,8.788659
43:58.8,389,-126.166794,-141.166794,45.35689091,8.595746,8.612141,8.25087,8.809184
43:59.8,390,-126.404282,-141.404282,45.43319581,8.594104,8.608036,8.262363,8.819036
44:00.8,391,-126.605133,-141.605133,45.49772923,8.618734,8.63677,8.288635,8.843666
44:01.8,392,-127.328423,-142.328423,45.73012231,8.626944,8.646623,8.300129,8.853518
44:02.8,393,-128.146835,-143.146835,45.99307809,8.64829,8.672894,8.329684,8.874864
44:03.8,394,-128.249908,-143.249908,46.02619544,8.672919,8.679462,8.355956,8.899493
44:04.8,395,-128.764618,-143.764618,46.19157176,8.677846,8.70245,8.372375,8.909346
44:05.8,396,-129.190598,-144.190598,46.32843914,8.684414,8.700808,8.392079,8.919197
44:06.8,397,-129.663818,-144.663818,46.48048472,8.712327,8.714765,8.408499,8.940543
44:07.8,398,-129.487015,-144.487015,46.42367792,8.713969,8.723796,8.410141,8.945469
44:08.9,399,-130.465683,-145.465683,46.73812395,8.733673,8.750068,8.431486,8.973383
44:09.9,400,-130.694565,-145.694565,46.81166373,8.745167,8.750068,8.446264,8.99637
44:10.9,401,-131.475235,-146.475235,47.06249301,8.764871,8.781265,8.474178,9.016074
44:11.9,402,-132.173584,-147.173584,47.28687254,8.792785,8.809179,8.503734,9.039062
44:12.9,403,-131.97316,-146.97316,47.22247631,8.791142,8.810821,8.511943,9.047272
44:13.9,404,-132.164963,-147.164963,47.28410261,8.796069,8.805895,8.520153,9.058766
44:14.9,405,-132.620972,-147.620972,47.4306183,8.819057,8.821494,8.533289,9.075186
44:15.9,406,-133.689896,-148.689896,47.77406358,8.837118,8.830524,8.556276,9.101458
44:16.9,407,-133.721024,-148.721024,47.78406501,8.846971,8.853513,8.574338,9.119519
44:17.9,408,-133.921432,-148.921432,47.8484561,8.861749,8.873217,8.595684,9.131013
44:18.9,409,-134.69812,-149.69812,48.09800596,8.884736,8.886353,8.612103,9.150717
44:19.9,410,-135.941635,-150.941635,48.49754733,8.901156,8.90113,8.644943,9.186841
44:20.9,411,-135.675018,-150.675018,48.41188328,8.915934,8.927402,8.659721,9.198335
44:21.9,412,-136.327011,-151.327011,48.62136863,8.935637,8.938895,8.677783,9.219681
44:22.9,413,-137.064651,-152.064651,48.85837237,8.958626,8.948748,8.699128,9.242668
44:23.9,414,-137.381805,-152.381805,48.96027395,8.979972,8.978303,8.735251,9.339545
44:24.9,415,-137.766968,-152.766968,49.08402682,8.996391,8.978303,8.751672,9.377311
44:25.9,416,-138.272842,-153.272842,49.24656413,9.009527,9.006217,8.769733,9.406867
44:26.9,417,-139.032333,-154.032333,49.49058859,9.025948,9.019353,8.799289,9.436422
44:27.9,418,-139.634003,-154.634003,49.68390516,9.057145,9.040699,8.825561,9.464336
44:28.9,419,-139.832642,-154.832642,49.74772787,9.071923,9.055476,8.84198,9.479115
44:29.9,420,-140.095291,-155.095291,49.832117,9.088343,9.070254,8.861684,9.505386
44:30.9,421,-140.972641,-155.972641,50.11400955,9.096553,9.089958,8.892881,9.534942
44:31.9,422,-141.486252,-156.486252,50.27903277,9.126108,9.09981,8.912585,9.553003
44:32.9,423,-142.049515,-157.049515,50.46000917,9.155664,9.145785,8.947066,9.587485
44:33.9,424,-142.886688,-157.886688,50.72899285,9.183578,9.155638,8.970055,9.610474
44:35.0,425,-143.334961,-158.334961,50.87302297,9.203282,9.178625,8.996325,9.626893
44:36.0,426,-143.797592,-158.797592,51.02166631,9.221344,9.191761,9.017672,9.653165
44:37.0,427,-144.077011,-159.077011,51.11144363,9.232838,9.188478,9.034091,9.667943
44:38.0,428,-144.89476,-159.89476,51.37418639,9.24269,9.208181,9.055437,9.683541
44:39.0,429,-145.112167,-160.112167,51.44403926,9.255826,9.226243,9.080067,9.702425
44:40.0,430,-145.531967,-160.531967,51.578921,9.276351,9.231169,9.101413,9.720487
44:41.0,431,-145.608337,-160.608337,51.60345868,9.293591,9.250873,9.121116,9.741832
44:42.0,432,-146.501129,-161.501129,51.89031275,9.306727,9.267292,9.139178,9.759894
44:43.0,433,-147.558594,-162.558594,52.23007625,9.337925,9.293564,9.173659,9.78945
44:44.0,434,-147.799393,-162.799393,52.30744497,9.357629,9.311626,9.196647,9.807511
44:45.0,435,-147.679764,-162.679764,52.26900817,9.375691,9.316552,9.217993,9.840351
44:46.0,436,-148.850433,-163.850433,52.64514412,9.392111,9.341182,9.234412,9.869907
44:47.0,437,-149.050629,-164.050629,52.7094671,9.400321,9.352675,9.259042,9.894537
44:48.0,438,-149.410172,-164.410172,52.82498826,9.413457,9.369096,9.28203,9.915883
44:49.0,439,-149.980057,-164.980057,53.00809231,9.421667,9.383873,9.291882,9.922451
44:50.0,440,-150.297897,-165.297897,53.11021431,9.438087,9.392083,9.314869,9.940513
44:51.0,441,-150.748367,-165.748367,53.25495032,9.470926,9.407682,9.344425,9.968427
44:52.0,442,-151.67627,-166.67627,53.55308555,9.49063,9.429849,9.364128,10.022613
44:53.1,443,-152.179276,-167.179276,53.71470138,9.511976,9.454479,9.388759,10.07023
44:54.1,444,-153.306259,-168.306259,54.07680102,9.526754,9.464331,9.416672,10.093218
44:55.1,445,-153.2173,-168.2173,54.04821849,9.533322,9.474182,9.428165,10.106354
44:56.1,446,-153.177582,-168.177582,54.0354571,9.553847,9.490602,9.442944,10.124415
44:57.1,447,-153.795807,-168.795807,54.23409279,9.57273,9.510306,9.459363,10.147403
44:58.1,448,-154.982147,-169.982147,54.61526383,9.591613,9.515232,9.482351,10.172033
44:59.1,449,-155.296677,-170.296677,54.71632232,9.60557,9.533294,9.498771,10.188453
