Time in Seconds,Time in Minutes,Load in N,Load in kN,Displacement in m,Displacement in mm-O,,Displacement in mm
2941.404785,49.023413,27000.2207,27.000221,0.000105,0.104773,-0.93013,-1.854516
3001.404785,50.023413,27000.14648,27.000146,0.000134,0.133707,-0.959064,-1.88345
3061.404785,51.023413,27000.16602,27.000166,0.000167,0.1669,-0.992257,-1.916643
3121.404785,52.023413,27000.14258,27.000143,0.000196,0.195577,-1.020934,-1.94532
3181.404785,53.023413,27000.16797,27.000168,0.000229,0.22924,-1.054597,-1.978983
3241.404785,54.023413,27000.17188,27.000172,0.000264,0.263735,-1.089092,-2.013478
3301.404785,55.023413,27000.17188,27.000172,0.000299,0.298524,-1.123881,-2.048267
3361.404785,56.023413,27000.11523,27.000115,0.000322,0.32195,-1.147307,-2.071693
3421.404785,57.023413,27000.19531,27.000195,0.000362,0.361713,-1.18707,-2.111456
3481.404785,58.023413,27000.17383,27.000174,0.000397,0.397283,-1.22264,-2.147026
3541.404785,59.023413,27000.17188,27.000172,0.000433,0.432527,-1.257884,-2.18227
3601.404785,60.023413,27000.20703,27.000207,0.000475,0.475167,-1.300524,-2.22491
3661.404785,61.023413,27000.19727,27.000197,0.000516,0.516033,-1.34139,-2.265776
3721.404785,62.023413,27000.24219,27.000242,0.000567,0.566619,-1.391976,-2.316362
3736.404785,62.273413,27000.21289,27.000213,0.000578,0.577749,-1.403106,-2.327492
3758.904785,62.648413,27000.21289,27.000213,0.000594,0.594453,-1.41981,-2.344196
3792.654785,63.210913,27000.22461,27.000225,0.000621,0.620789,-1.446146,-2.370532
3826.404785,63.773413,27000.24219,27.000242,0.000649,0.649414,-1.474771,-2.399157
3860.154785,64.335913,27000.25195,27.000252,0.000679,0.679187,-1.504544,-2.42893
3910.779785,65.179663,27000.26172,27.000262,0.000726,0.725765,-1.551122,-2.475508
3961.404785,66.023413,27000.28125,27.000281,0.000776,0.775951,-1.601308,-2.525694
4012.029785,66.867163,27000.49805,27.000498,0.000865,0.865077,-1.690434,-2.61482
4027.029785,67.117163,27000.4707,27.000471,0.00089,0.890104,-1.715461,-2.639847
4049.529785,67.492163,27000.4375,27.000438,0.000925,0.925076,-1.750433,-2.674819
4083.279785,68.054663,27000.43555,27.000436,0.000977,0.977287,-1.802644,-2.72703
4117.029785,68.617163,27000.50391,27.000504,0.001038,1.037741,-1.863098,-2.787484
4150.779785,69.179663,27000.57422,27.000574,0.001107,1.106979,-1.932336,-2.856722
4163.436035,69.390601,27000.72656,27.000727,0.00114,1.139889,-1.965246,-2.889632
4182.42041,69.707007,27000.70313,27.000703,0.001188,1.187725,-2.013082,-2.937468
4210.896973,70.181616,27000.75781,27.000758,0.001265,1.265087,-2.090444,-3.01483
4221.575684,70.359595,27000.84961,27.00085,0.001298,1.297665,-2.123022,-3.047408
4237.59375,70.626563,27000.85938,27.000859,0.001347,1.347106,-2.172463,-3.096849
4261.621094,71.027018,27000.90234,27.000902,0.001425,1.425199,-2.250556,-3.174942
4267.627441,71.127124,27001.17773,27.001178,0.00145,1.450336,-2.275693,-3.200079
4273.634277,71.227238,27001.18164,27.001182,0.001476,1.47575,-2.301107,-3.225493
4282.644531,71.377409,27001.17773,27.001178,0.001514,1.513806,-2.339163,-3.263549
4296.159668,71.602661,27001.16602,27.001166,0.00157,1.570334,-2.395691,-3.320077
4316.432617,71.940544,27001.14063,27.001141,0.001653,1.65344,-2.478797,-3.403183
4336.705566,72.278426,27001.47461,27.001475,0.001761,1.760913,-2.58627,-3.510656
4356.978516,72.616309,27001.56836,27.001568,0.001875,1.875442,-2.700799,-3.625185
4387.387695,73.123128,27001.52148,27.001521,0.002042,2.042421,-2.867778,-3.792164
4433.001465,73.883358,27001.28516,27.001285,0.002255,2.254562,-3.079919,-4.004305
4478.615723,74.643595,27001.30469,27.001305,0.002471,2.47073,-3.296087,-4.220473
4524.229492,75.403825,27001.29883,27.001299,0.002687,2.686546,-3.511903,-4.436289
4584.229492,76.403825,27001.25,27.00125,0.002961,2.960712,-3.786069,-4.710455
4644.229492,77.403825,27001.17969,27.00118,0.003221,3.220567,-4.045924,-4.97031
4704.229492,78.403825,27001.28711,27.001287,0.003505,3.505246,-4.330603,-5.254989
4764.229492,79.403825,27001.20508,27.001205,0.003773,3.772945,-4.598302,-5.522688
4824.229492,80.403825,27001.00977,27.00101,0.003998,3.997806,-4.823163,-5.747549
4884.229492,81.403825,27001.88672,27.001887,0.004419,4.41943,-5.244787,-6.169173
4899.229492,81.653825,27003.24219,27.003242,0.0046,4.599583,-5.42494,-6.349326
4914.229492,81.903825,27002.95508,27.002955,0.004764,4.764304,-5.589661,-6.514047
4919.854492,81.997575,27003.08203,27.003082,0.004829,4.828753,-5.65411,-6.578496
4921.963867,82.032731,27016.74023,27.01674,0.00496,4.960185,-5.785542,-6.709928
4925.12793,82.085465,27016.15234,27.016152,0.00515,5.149627,-5.974984,-6.89937
4925.918945,82.098649,27015.27734,27.015277,0.005195,5.194683,-6.02004,-6.944426
4926.116699,82.101945,27014.62109,27.014621,0.005206,5.205604,-6.030961,-6.955347
4926.413574,82.106893,27012.41602,27.012416,0.00522,5.219663,-6.04502,-6.969406
4926.858398,82.114307,27011.3418,27.011342,0.005239,5.239242,-6.064599,-6.988985
4927.025391,82.11709,27010.99805,27.010998,0.005246,5.246424,-6.071781,-6.996167
4927.087891,82.118132,27010.88477,27.010885,0.005249,5.249102,-6.074459,-6.998845
4927.181641,82.119694,27009.96289,27.009963,0.005253,5.25291,-6.078267,-7.002653
4927.322266,82.122038,27006.70117,27.006701,0.005257,5.25744,-6.082797,-7.007183
4927.533691,82.125562,27007.10547,27.007105,0.005264,5.264345,-6.089702,-7.014088
4927.691895,82.128198,27008.14453,27.008145,0.00527,5.269899,-6.095256,-7.019642
4927.751465,82.129191,27008.44922,27.008449,0.005272,5.272023,-6.09738,-7.021766
4927.840332,82.130672,27008.94336,27.008943,0.005275,5.275317,-6.100674,-7.02506
4927.874023,82.131234,27009.47852,27.009479,0.005277,5.276627,-6.101984,-7.02637
4927.923828,82.132064,27010.70703,27.010707,0.005279,5.278835,-6.104192,-7.028578
4927.999023,82.133317,27011.21289,27.011213,0.005282,5.282298,-6.107655,-7.032041
4928.027344,82.133789,27011.26563,27.011266,0.005284,5.283616,-6.108973,-7.033359
4928.069824,82.134497,27011.33789,27.011338,0.005286,5.285674,-6.111031,-7.035417
4928.132812,82.135547,27010.38281,27.010383,0.005287,5.286962,-6.112319,-7.036705
4928.228027,82.137134,27009.77734,27.009777,0.005288,5.288343,-6.1137,-7.038086
4928.371094,82.139518,27009.72852,27.009729,0.005292,5.292076,-6.117433,-7.041819
4928.584961,82.143083,27008.95117,27.008951,0.005298,5.298403,-6.12376,-7.048146
4928.90625,82.148438,27008.53711,27.008537,0.005308,5.308412,-6.133769,-7.058155
4929.387695,82.156462,27009.5625,27.009563,0.005326,5.325724,-6.151081,-7.075467
4929.869141,82.164486,27009.05859,27.009059,0.005342,5.342423,-6.16778,-7.092166
4930.351074,82.172518,27009.10352,27.009104,0.00536,5.360087,-6.185444,-7.10983
4931.073242,82.184554,27009.36328,27.009363,0.005388,5.387888,-6.213245,-7.137631
4932.157227,82.20262,27010.3457,27.010346,0.005434,5.434263,-6.25962,-7.184006
4933.782715,82.229712,27009.57813,27.009578,0.005499,5.499285,-6.324642,-7.249028
4936.220703,82.270345,27008.79883,27.008799,0.005591,5.590776,-6.416133,-7.340519
4937.439941,82.290666,27008.79883,27.008799,0.005636,5.636218,-6.461575,-7.385961
4937.744629,82.295744,27008.12109,27.008121,0.005647,5.646876,-6.472233,-7.396619
4938.20166,82.303361,27005.44336,27.005443,0.005658,5.657798,-6.483155,-7.407541
4938.65918,82.310986,27005.38477,27.005385,0.005669,5.668863,-6.49422,-7.418606
4938.773438,82.312891,27005.71289,27.005713,0.005672,5.671824,-6.497181,-7.421567
4938.944824,82.315747,27006.08984,27.00609,0.005677,5.676588,-6.501945,-7.426331
4939.20166,82.320028,27005.76563,27.005766,0.005684,5.683729,-6.509086,-7.433472
4939.266113,82.321102,27005.4707,27.005471,0.005685,5.685475,-6.510832,-7.435218
4939.330566,82.322176,27004.62891,27.004629,0.005687,5.687103,-6.51246,-7.436846
4939.426758,82.323779,27001.58789,27.001588,0.005689,5.68881,-6.514167,-7.438553
4939.571777,82.326196,27000.19141,27.000191,0.005691,5.690764,-6.516121,-7.440507
4939.788574,82.32981,27002.80078,27.002801,0.005695,5.695008,-6.520365,-7.444751
4940.11377,82.335229,27005.26563,27.005266,0.0057,5.699557,-6.524914,-7.4493
4940.195312,82.336589,27005.52148,27.005521,0.005701,5.700548,-6.525905,-7.450291
4940.276855,82.337948,27006.03711,27.006037,0.005702,5.702097,-6.527454,-7.45184
4940.398926,82.339982,27006.45898,27.006459,0.005705,5.705072,-6.530429,-7.454815
4940.582031,82.343034,27006.67578,27.006676,0.00571,5.710102,-6.535459,-7.459845
4940.856445,82.347607,27006.50195,27.006502,0.005718,5.71754,-6.542897,-7.467283
4940.959473,82.349325,27006.16602,27.006166,0.00572,5.720066,-6.545423,-7.469809
4941.11377,82.351896,27004.95703,27.004957,0.005722,5.721989,-6.547346,-7.471732
4941.345703,82.355762,27005.28711,27.005287,0.005726,5.726133,-6.55149,-7.475876
4941.577148,82.359619,27005.43945,27.005439,0.005731,5.731286,-6.556643,-7.481029
4941.809082,82.363485,27004.75,27.00475,0.005736,5.736135,-6.561492,-7.485878
4942.156738,82.369279,27004.6582,27.004658,0.005744,5.743748,-6.569105,-7.493491
4942.677734,82.377962,27004.26953,27.00427,0.005755,5.754614,-6.579971,-7.504357
4943.459961,82.390999,27004.45313,27.004453,0.005772,5.771765,-6.597122,-7.521508
4943.75293,82.395882,27004.80078,27.004801,0.005779,5.77874,-6.604097,-7.528483
4944.192871,82.403215,27004.74023,27.00474,0.005789,5.789154,-6.614511,-7.538897
4944.853027,82.414217,27004.38086,27.004381,0.005804,5.803662,-6.629019,-7.553405
4945.842773,82.430713,27003.42188,27.003422,0.005821,5.821359,-6.646716,-7.571102
4946.213867,82.436898,27002.77344,27.002773,0.005827,5.826967,-6.652324,-7.57671
4946.770508,82.446175,27003.0918,27.003092,0.005836,5.836354,-6.661711,-7.586097
4947.605469,82.460091,27002.49219,27.002492,0.005849,5.849395,-6.674752,-7.599138
4947.657715,82.460962,27001.59375,27.001594,0.00585,5.85006,-6.675417,-7.599803
4947.709961,82.461833,27000.78125,27.000781,0.005851,5.850629,-6.675986,-7.600372
4947.723145,82.462052,27000.39063,27.000391,0.005851,5.850763,-6.67612,-7.600506
4947.742676,82.462378,26998.93945,26.998939,0.005851,5.850917,-6.676274,-7.60066
4947.771973,82.462866,26990.06641,26.990066,0.005851,5.850711,-6.676068,-7.600454
4947.782715,82.463045,26985.0918,26.985092,0.005851,5.850543,-6.6759,-7.600286
4947.799316,82.463322,26969.21094,26.969211,0.00585,5.84987,-6.675227,-7.599613
4947.805664,82.463428,26961.30273,26.961303,0.00585,5.849542,-6.674899,-7.599285
4947.814941,82.463582,26946.87695,26.946877,0.005849,5.848822,-6.674179,-7.598565
4947.828613,82.46381,26909.29883,26.909299,0.005847,5.84689,-6.672247,-7.596633
4947.833984,82.4639,26888.25,26.88825,0.005846,5.846009,-6.671366,-7.595752
4947.841797,82.46403,26839.04688,26.839047,0.005844,5.844133,-6.66949,-7.593876
4947.853516,82.464225,26717.19922,26.717199,0.005839,5.839114,-6.664471,-7.588857
4947.871094,82.464518,26587.57813,26.587578,0.005827,5.826672,-6.652029,-7.576415
4947.888672,82.464811,26579.06445,26.579064,0.005812,5.812228,-6.637585,-7.561971
4947.906738,82.465112,26613.2207,26.613221,0.005798,5.797848,-6.623205,-7.547591
4947.924316,82.465405,26655.91211,26.655912,0.005784,5.784448,-6.609805,-7.534191
4947.950684,82.465845,26707.34766,26.707348,0.005767,5.766837,-6.592194,-7.51658
4947.960449,82.466007,26726.12109,26.726121,0.005761,5.760579,-6.585936,-7.510322
4947.964355,82.466073,26733.00195,26.733002,0.005758,5.75828,-6.583637,-7.508023
4947.969727,82.466162,26742.52344,26.742523,0.005755,5.754948,-6.580305,-7.504691
4947.978027,82.4663,26753.68945,26.753689,0.00575,5.750048,-6.575405,-7.499791
4947.981445,82.466357,26757.30859,26.757309,0.005748,5.748206,-6.573563,-7.497949
4947.98584,82.466431,26758.76758,26.758768,0.005745,5.745202,-6.570559,-7.494945
4947.987305,82.466455,26758.68164,26.758682,0.005744,5.744428,-6.569785,-7.494171
4947.988281,82.466471,26758.05664,26.758057,0.005744,5.743617,-6.568974,-7.49336
4947.990234,82.466504,26754.61719,26.754617,0.005742,5.742235,-6.567592,-7.491978
4947.991699,82.466528,26746.81055,26.746811,0.005741,5.740547,-6.565904,-7.49029
4947.992188,82.466536,26744.54688,26.744547,0.00574,5.740105,-6.565462,-7.489848
4947.992676,82.466545,26741.9668,26.741967,0.00574,5.73964,-6.564997,-7.489383
4947.993652,82.466561,26737.40039,26.7374,0.005739,5.738888,-6.564245,-7.488631
4947.994629,82.466577,26729.12891,26.729129,0.005738,5.737632,-6.562989,-7.487375
4947.995605,82.466593,26719.48242,26.719482,0.005736,5.73624,-6.561597,-7.485983
4947.995605,82.466593,26716.99023,26.71699,0.005736,5.73624,-6.561597,-7.485983
4947.995605,82.466593,26719.48242,26.719482,0.005736,5.735884,-6.561241,-7.485627
4947.995605,82.466593,26716.99023,26.71699,0.005736,5.735884,-6.561241,-7.485627
4947.996094,82.466602,26713.06055,26.713061,0.005735,5.735331,-6.560688,-7.485074
4947.996582,82.46661,26706.76563,26.706766,0.005734,5.734458,-6.559815,-7.484201
4947.997559,82.466626,26696.50195,26.696502,0.005733,5.733045,-6.558402,-7.482788
4947.998535,82.466642,26679.43555,26.679436,0.005731,5.730694,-6.556051,-7.480437
4948.000488,82.466675,26651.07813,26.651078,0.005727,5.726666,-6.552023,-7.476409
4948.003418,82.466724,26604.43359,26.604434,0.00572,5.719565,-6.544922,-7.469308
4948.007812,82.466797,26532.80859,26.532809,0.005707,5.706987,-6.532344,-7.45673
4948.011719,82.466862,26465.22852,26.465229,0.005693,5.693014,-6.518371,-7.442757
4948.016113,82.466935,26405.50977,26.40551,0.005678,5.678135,-6.503492,-7.427878
4948.022461,82.467041,26337.96484,26.337965,0.005655,5.65499,-6.480347,-7.404733
4948.032227,82.467204,26275.53125,26.275531,0.00562,5.619844,-6.445201,-7.369587
4948.041504,82.467358,26242.81641,26.242816,0.005585,5.58525,-6.410607,-7.334993
4948.043945,82.467399,26235.89453,26.235895,0.005577,5.576507,-6.401864,-7.32625
4948.047363,82.467456,26229.44141,26.229441,0.005563,5.5632,-6.388557,-7.312943
4948.052734,82.467546,26224.15625,26.224156,0.005539,5.539,-6.364357,-7.288743
4948.054199,82.46757,26222.8418,26.222842,0.005532,5.532423,-6.35778,-7.282166
4948.055664,82.467594,26221.625,26.221625,0.005525,5.52527,-6.350627,-7.275013
4948.057617,82.467627,26219.75977,26.21976,0.005513,5.51274,-6.338097,-7.262483
4948.060547,82.467676,26215.97852,26.215979,0.005491,5.490587,-6.315944,-7.24033
4948.06543,82.467757,26208.42773,26.208428,0.005458,5.457521,-6.282878,-7.207264
4948.069824,82.46783,26200.73633,26.200736,0.005428,5.427969,-6.253326,-7.177712
4948.074219,82.467904,26194.18359,26.194184,0.005401,5.401457,-6.226814,-7.1512
4948.078613,82.467977,26189.55859,26.189559,0.005377,5.37707,-6.202427,-7.126813
4948.085449,82.468091,26187.3418,26.187342,0.005343,5.343441,-6.168798,-7.093184
4948.095703,82.468262,26190.91016,26.19091,0.005296,5.296363,-6.12172,-7.046106
4948.11084,82.468514,26208.19727,26.208197,0.005231,5.231449,-6.056806,-6.981192
4948.133789,82.468896,26250.44922,26.250449,0.005144,5.143939,-5.969296,-6.893682
4948.168457,82.469474,26322.0918,26.322092,0.00503,5.03012,-5.855477,-6.779863
4948.220215,82.470337,26416.87891,26.416879,0.004888,4.888162,-5.713519,-6.637905
4948.271484,82.471191,26491.42188,26.491422,0.004766,4.765767,-5.591124,-6.51551
4948.323242,82.472054,26549.11719,26.549117,0.004658,4.658045,-5.483402,-6.407788
4948.375,82.472917,26595.05859,26.595059,0.004562,4.561658,-5.387015,-6.311401
4948.42627,82.473771,26632.62305,26.632623,0.004475,4.474576,-5.299933,-6.224319
4948.503906,82.475065,26673.97852,26.673979,0.004359,4.358864,-5.184221,-6.108607
4948.620117,82.477002,26701.15039,26.70115,0.004203,4.202701,-5.028058,-5.952444
4948.648926,82.477482,26693.41406,26.693414,0.004164,4.164144,-4.989501,-5.913887
4948.677734,82.477962,26700.36719,26.700367,0.004126,4.125872,-4.951229,-5.875615
4948.72168,82.478695,26715.12695,26.715127,0.00407,4.07003,-4.895387,-5.819773
4948.737793,82.478963,26720.5,26.7205,0.004049,4.049235,-4.874592,-5.798978
4948.762207,82.47937,26728.33984,26.72834,0.004019,4.018789,-4.844146,-5.768532
4948.771484,82.479525,26731.14258,26.731143,0.004007,4.007496,-4.832853,-5.757239
4948.785156,82.479753,26735.61719,26.735617,0.003991,3.9907,-4.816057,-5.740443
4948.798828,82.47998,26739.10742,26.739107,0.003969,3.969016,-4.794373,-5.718759
4948.812988,82.480216,26741.93555,26.741936,0.003948,3.94773,-4.773087,-5.697473
4948.833496,82.480558,26745.70508,26.745705,0.003918,3.91792,-4.743277,-5.667663
4948.864258,82.481071,26750.75781,26.750758,0.003876,3.876168,-4.701525,-5.625911
4948.911133,82.481852,26756.41992,26.75642,0.003817,3.816553,-4.64191,-5.566296
4948.980469,82.483008,26760.53711,26.760537,0.003729,3.729307,-4.554664,-5.47905
4949.085449,82.484757,26760.37109,26.760371,0.003596,3.596368,-4.421725,-5.346111
4949.242188,82.48737,26741.01758,26.741018,0.00337,3.369733,-4.19509,-5.119476
4949.28125,82.488021,26732.48438,26.732484,0.003311,3.310825,-4.136182,-5.060568
4949.320801,82.48868,26723.96094,26.723961,0.003248,3.247869,-4.073226,-4.997612
4949.359863,82.489331,26713.18359,26.713184,0.00318,3.180165,-4.005522,-4.929908
4949.379395,82.489657,26706.78125,26.706781,0.003146,3.145539,-3.970896,-4.895282
4949.379395,82.489657,26706.87305,26.706873,0.003146,3.145539,-3.970896,-4.895282
4949.379395,82.489657,26706.78125,26.706781,0.003146,3.145539,-3.970896,-4.895282
4949.379395,82.489657,26706.87305,26.706873,0.003146,3.145539,-3.970896,-4.895282
